"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FC",173,"2016-09-21","91.50     ","-1.1","5.169","Nolan Arenado","571448","596133","Home Run","In play, run(s)","205.850   ","1425.995  ","13.7      ","4.8       ","4 ","Nolan Arenado hits a grand slam (39) to left center field.   German Marquez scores.    Charlie Blackmon scores.    Carlos Gonzalez scores.  ","R ","R","R","COL","STL","X",7,3,0,0,2016,"-3.13                 ","6.42                ","-0.301","2.226               ",608566,453568,471865,2,2,"bot","50.4100","25.7700","195512","2016-09-21T19:55:12Z","608348","431232","160921_135506","3.19","-132.994            ","-3.92","-5.70","24.17","-20.41","3.41","1.60","424","102.5","25.21               ","92.26","2077.00","6.28",449143
"IN",480,"2016-09-21","80.7      ","2.759","5.143","Nolan Arenado","571448","518883","Intent Walk","Intent Ball","130.058   ","1455.595  ","-19.6     ","7.3       ","12","Dean Kiekhefer intentionally walks Nolan Arenado.  ","R ","R","L","COL","STL","B",0,0,1,0,2016,"6.37                  ","5.3                 ","2.552","3.418               ","null",518934,"null",1,7,"bot","0.0000","0.0000","212047","2016-09-21T21:20:47Z","608348","431232","160921_152046","-2.42","-118.355            ","1.20","9.09","21.35","-24.53","3.41","1.60","null","null","null","null","null","null",449143
"IN",482,"2016-09-21","81.7      ","2.769","5.42","Nolan Arenado","571448","518883","Intent Walk","Intent Ball","124.080   ","1560.572  ","-23.8     ","7.3       ","12","Dean Kiekhefer intentionally walks Nolan Arenado.  ","R ","R","L","COL","STL","B",0,0,3,0,2016,"7.27                  ","4.87                ","3.867","4.589               ","null",518934,"null",1,7,"bot","0.0000","0.0000","212107","2016-09-21T21:21:07Z","608348","431232","160921_152106","0.36","-119.851            ","3.28","10.68","21.08","-24.95","3.41","1.60","null","null","null","null","null","null",449143
"IN",479,"2016-09-21","79.9      ","2.72","5.341","Nolan Arenado","571448","518883","Intent Walk","Intent Ball","126.320   ","1553.157  ","-21.9     ","7.5       ","12","Dean Kiekhefer intentionally walks Nolan Arenado.  ","R ","R","L","COL","STL","B",0,0,0,0,2016,"7.18                  ","5.23                ","2.797","4.184               ","null",518934,"null",1,7,"bot","0.0000","0.0000","212039","2016-09-21T21:20:39Z","608348","431232","160921_152036","-1.99","-117.194            ","2.63","10.11","19.63","-24.74","3.41","1.60","null","null","null","null","null","null",449143
"IN",481,"2016-09-21","80.3      ","2.515","5.215","Nolan Arenado","571448","518883","Intent Walk","Intent Ball","121.728   ","1664.406  ","-23.5     ","7.7       ","12","Dean Kiekhefer intentionally walks Nolan Arenado.  ","R ","R","L","COL","STL","B",0,0,2,0,2016,"8.06                  ","4.93                ","1.602","3.892               ","null",518934,"null",1,7,"bot","0.0000","0.0000","212100","2016-09-21T21:21:00Z","608348","431232","160921_152056","-4.59","-117.718            ","2.27","11.49","19.09","-25.07","3.41","1.60","null","null","null","null","null","null",449143
"CH",335,"2016-09-21","82.60     ","0.988","5.83","Nolan Arenado","571448","448802","Groundout","Ball","112.530   ","1601.585  ","-21.8     ","8.3       ","13","Nolan Arenado grounds out, third baseman Jedd Gyorko to first baseman Matt Carpenter.  ","R ","R","L","COL","STL","B",5,4,0,1,2016,"8.24                  ","3.37                ","-0.555","-0.607              ","null","null","null",0,5,"bot","102.1900","164.1200","204057","2016-09-21T20:40:57Z","608348","431232","160921_144056","-6.24","-119.673            ","-9.66","12.20","18.47","-27.11","3.41","1.60","null","null","null","82.38","1926.00","5.82",449143
"FF",338,"2016-09-21","91.17     ","1.091","5.824","Nolan Arenado","571448","448802","Groundout","In play, out(s)","149.062   ","1816.310  ","-22.2     ","4.6       ","13","Nolan Arenado grounds out, third baseman Jedd Gyorko to first baseman Matt Carpenter.  ","R ","R","L","COL","STL","X",5,4,3,1,2016,"4.68                  ","7.76                ","-0.091","1.513               ","null","null","null",0,5,"bot","102.1900","164.1200","204156","2016-09-21T20:41:56Z","608348","431232","160921_144153","-4.73","-132.211            ","-7.98","8.51","20.70","-17.98","3.41","1.60","108","78.2","-37.81              ","91.77","2540.00","6.11",449143
"FT",334,"2016-09-21","91.38     ","1.096","5.897","Nolan Arenado","571448","448802","Groundout","Called Strike","122.777   ","1335.945  ","-19.5     ","6.2       ","7 ","Nolan Arenado grounds out, third baseman Jedd Gyorko to first baseman Matt Carpenter.  ","R ","R","L","COL","STL","S",5,4,0,0,2016,"5.65                  ","3.59                ","-0.344","2.019               ","null","null","null",0,5,"bot","102.1900","164.1200","204040","2016-09-21T20:40:40Z","608348","431232","160921_144039","-5.75","-132.556            ","-5.40","10.26","22.61","-25.57","3.52","1.60","null","null","null","91.68","2403.00","6.02",449143
"CH",336,"2016-09-21","82.47     ","1.005","6.38","Nolan Arenado","571448","448802","Groundout","Ball","118.782   ","1293.184  ","-18.7     ","7.6       ","12","Nolan Arenado grounds out, third baseman Jedd Gyorko to first baseman Matt Carpenter.  ","R ","R","L","COL","STL","B",5,4,1,1,2016,"6.29                  ","3.41                ","0.897","5.153               ","null","null","null",0,5,"bot","102.1900","164.1200","204126","2016-09-21T20:41:26Z","608348","431232","160921_144121","-2.22","-119.628            ","2.74","9.35","17.66","-27.04","3.44","1.60","null","null","null","82.53","1744.00","5.76",449143
"CH",337,"2016-09-21","82.86     ","0.916","6.009","Nolan Arenado","571448","448802","Groundout","Ball","123.508   ","1610.215  ","-21.8     ","7.4       ","13","Nolan Arenado grounds out, third baseman Jedd Gyorko to first baseman Matt Carpenter.  ","R ","R","L","COL","STL","B",5,4,2,1,2016,"7.41                  ","4.86                ","-0.821","1.245               ","null","null","null",0,5,"bot","102.1900","164.1200","204141","2016-09-21T20:41:41Z","608348","431232","160921_144139","-6.49","-120.352            ","-6.27","11.14","17.89","-24.80","3.54","1.60","null","null","null","84.10","1888.00","6.55",449143
"FC",70,"2016-09-21","88.98     ","-1.296","5.36","Nolan Arenado","571448","596133","Single","Swinging Strike","149.501   ","1324.397  ","-15.7     ","5.4       ","11","Nolan Arenado singles on a line drive to center fielder Randal Grichuk.   Carlos Gonzalez to 2nd.  ","R ","R","R","COL","STL","S",8,3,0,1,2016,"3.48                  ","5.87                ","-0.292","3.489               ","null","null",471865,1,1,"bot","125.5400","81.7200","193028","2016-09-21T19:30:28Z","608348","431232","160921_133027","1.41","-129.131            ","-0.52","5.98","22.36","-22.02","3.41","1.60","null","null","null","89.37","2385.00","6.12",449143
"CU",72,"2016-09-21","79.29     ","-1.122","5.463","Nolan Arenado","571448","596133","Single","In play, no out","37.942    ","1201.508  ","-8.5      ","11.9      ","7 ","Nolan Arenado singles on a line drive to center fielder Randal Grichuk.   Carlos Gonzalez to 2nd.  ","R ","R","R","COL","STL","X",8,3,1,2,2016,"4.32                  ","-5.59               ","-0.325","1.641               ","null","null",471865,1,1,"bot","125.5400","81.7200","193117","2016-09-21T19:31:17Z","608348","431232","160921_133112","0.54","-115.232            ","-0.05","5.87","19.14","-39.70","3.41","1.60","303","99.9","9.72                ","78.97","2227.00","5.74",449143
"CU",69,"2016-09-21","79.42     ","-1.05","5.548","Nolan Arenado","571448","596133","Single","Called Strike","50.144    ","1534.884  ","-13.5     ","12.3      ","9 ","Nolan Arenado singles on a line drive to center fielder Randal Grichuk.   Carlos Gonzalez to 2nd.  ","R ","R","R","COL","STL","S",8,3,0,0,2016,"6.91                  ","-5.83               ","0.518","2.006               ","null","null",471865,1,1,"bot","125.5400","81.7200","193008","2016-09-21T19:30:08Z","608348","431232","160921_133008","1.53","-115.222            ","0.68","9.36","20.07","-39.99","3.41","1.60","null","null","null","78.99","2195.00","5.85",449143
"FF",71,"2016-09-21","92.06     ","-1.232","5.316","Nolan Arenado","571448","596133","Single","Ball","211.292   ","1461.076  ","17.5      ","5.0       ","13","Nolan Arenado singles on a line drive to center fielder Randal Grichuk.   Carlos Gonzalez to 2nd.  ","R ","R","R","COL","STL","B",8,3,0,2,2016,"-3.82                 ","6.25                ","-1.435","1.727               ","null","null",471865,1,1,"bot","125.5400","81.7200","193054","2016-09-21T19:30:54Z","608348","431232","160921_133051","0.78","-133.99             ","-5.64","-7.01","26.69","-20.64","3.41","1.60","null","null","null","92.53","2117.00","6.25",449143
"CU",398,"2016-09-20","74.85     ","-0.992","6.398","Nolan Arenado","571448","425794","Strikeout","Called Strike","40.351    ","1805.607  ","-11.8     ","14.8      ","9 ","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","S",0,0,1,0,2016,"7.39                  ","-8.77               ","0.419","1.965               ","null","null",518934,2,5,"bot","0.0000","0.0000","024004","2016-09-21T02:40:04Z","425877","427261","160920_204001","0.96","-108.607            ","0.47","8.75","20.63","-42.48","3.33","1.55","null","null","null","74.77","2615.00","6.42",449128
"FF",400,"2016-09-20","91.68     ","-0.646","6.162","Nolan Arenado","571448","425794","Strikeout","Ball","192.663   ","1035.371  ","2.9       ","5.1       ","12","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","B",0,0,1,2,2016,"-1.14                 ","5.05                ","1.136","4.093               ","null","null",518934,2,5,"bot","0.0000","0.0000","024105","2016-09-21T02:41:05Z","425877","427261","160920_204059","5.11","-133.132            ","-1.14","-2.08","24.51","-22.90","3.40","1.57","null","null","null","92.78","2173.00","6.56",449128
"CU",402,"2016-09-20","76.80     ","-0.87","6.278","Nolan Arenado","571448","425794","Strikeout","Swinging Strike","59.388    ","2039.895  ","-18.2     ","13.7      ","14","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","S",0,0,3,2,2016,"10.75                 ","-6.42               ","0.09","1.137               ","null","null",518934,2,5,"bot","0.0000","0.0000","024207","2016-09-21T02:42:07Z","425877","427261","160920_204203","-0.96","-111.832            ","-2.20","13.53","21.34","-40.18","3.41","1.59","null","null","null","77.25","2821.00","6.57",449128
"FC",397,"2016-09-20","84.61     ","-1.016","6.138","Nolan Arenado","571448","425794","Strikeout","Ball","116.283   ","782.076   ","-12.3     ","8.1       ","14","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","B",0,0,0,0,2016,"3.84                  ","1.85                ","1.252","1.293               ","null","null",518934,2,5,"bot","0.0000","0.0000","023953","2016-09-21T02:39:53Z","425877","427261","160920_203939","4.31","-122.832            ","-5.80","5.94","21.70","-29.24","3.40","1.63","null","null","null","84.97","2423.00","6.28",449128
"FF",399,"2016-09-20","91.13     ","-1.026","6.048","Nolan Arenado","571448","425794","Strikeout","Foul Tip","197.984   ","1139.665  ","6.4       ","5.1       ","12","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","S",0,0,1,1,2016,"-1.77                 ","5.42                ","0.24","3.478               ","null","null",518934,2,5,"bot","0.0000","0.0000","024030","2016-09-21T02:40:30Z","425877","427261","160920_204027","3.95","-132.501            ","-2.55","-3.21","23.27","-22.27","3.41","1.59","null","null","null","92.27","2241.00","6.47",449128
"FF",401,"2016-09-20","92.67     ","-0.641","6.014","Nolan Arenado","571448","425794","Strikeout","Ball","185.079   ","1406.308  ","-.0       ","4.4       ","14","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","B",0,0,2,2,2016,"-0.62                 ","6.92                ","1.846","2.286               ","null","null",518934,2,5,"bot","0.0000","0.0000","024134","2016-09-21T02:41:34Z","425877","427261","160920_204131","6.88","-134.661            ","-6.40","-1.16","24.41","-19.17","3.42","1.64","null","null","null","93.99","2357.00","6.65",449128
"FF",599,"2016-09-20","94.87     ","0.158","6.461","Nolan Arenado","571448","608379","Strikeout","Called Strike","194.724   ","1773.176  ","13.1      ","3.8       ","8 ","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","S",0,0,0,1,2016,"-2.2                  ","8.33                ","0.224","2.17                ","null","null","null",0,8,"bot","0.0000","0.0000","034040","2016-09-21T03:40:40Z","425877","427261","160920_214038","0.96","-137.893            ","-8.83","-4.28","27.35","-15.87","3.49","1.59","null","null","null","96.07","2179.00","6.67",449128
"FF",600,"2016-09-20","97.29     ","0.304","6.454","Nolan Arenado","571448","608379","Strikeout","Foul","192.809   ","1930.532  ","13.2      ","3.1       ","12","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","S",0,0,0,2,2016,"-2.04                 ","8.92                ","1.202","3.275               ","null","null","null",0,8,"bot","0.0000","0.0000","034052","2016-09-21T03:40:52Z","425877","427261","160920_214051","3.26","-141.265            ","-6.44","-4.17","28.40","-13.84","3.41","1.59","null","null","null","98.38","2249.00","6.57",449128
"CH",602,"2016-09-20","87.78     ","-0.295","6.34","Nolan Arenado","571448","608379","Strikeout","Ball","227.819   ","1247.591  ","16.7      ","6.8       ","13","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","B",0,0,1,2,2016,"-4.91                 ","4.4                 ","-0.704","0.323               ","null","null","null",0,8,"bot","0.0000","0.0000","034124","2016-09-21T03:41:24Z","425877","427261","160920_214122","0.58","-127.516            ","-10.26","-8.13","24.99","-24.81","3.40","1.62","null","null","null","88.72","1786.00","6.78",449128
"CH",603,"2016-09-20","88.64     ","-0.304","6.395","Nolan Arenado","571448","608379","Strikeout","Swinging Strike","231.260   ","1060.296  ","14.6      ","6.9       ","13","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","S",0,0,2,2,2016,"-4.34                 ","3.43                ","-0.668","1.08                ","null","null","null",0,8,"bot","0.0000","0.0000","034141","2016-09-21T03:41:41Z","425877","427261","160920_214138","0.51","-128.81             ","-8.41","-7.34","24.74","-26.28","3.41","1.59","null","null","null","90.22","1743.00","7.02",449128
"FF",598,"2016-09-20","93.92     ","0.117","6.551","Nolan Arenado","571448","608379","Strikeout","Called Strike","194.558   ","1578.219  ","11.1      ","4.1       ","5 ","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","S",0,0,0,0,2016,"-1.96                 ","7.49                ","-0.18","2.779               ","null","null","null",0,8,"bot","0.0000","0.0000","034028","2016-09-21T03:40:28Z","425877","427261","160920_214027","-0.11","-136.869            ","-6.96","-3.74","27.68","-17.76","3.43","1.57","null","null","null","96.32","1970.00","7.28",449128
"CH",601,"2016-09-20","87.55     ","-0.562","6.257","Nolan Arenado","571448","608379","Strikeout","Ball","265.912   ","1206.833  ","17.1      ","8.5       ","13","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","B",0,0,0,2,2016,"-6.44                 ","0.42                ","-0.494","0.66                ","null","null","null",0,8,"bot","0.0000","0.0000","034111","2016-09-21T03:41:11Z","425877","427261","160920_214107","2.28","-127.33             ","-7.81","-10.57","26.48","-31.42","3.35","1.58","null","null","null","88.71","1815.00","6.96",449128
"FF",58,"2016-09-20","92.06     ","-0.721","6.104","Nolan Arenado","571448","425794","Single","Ball","186.272   ","1070.672  ",".1        ","5.2       ","14","Nolan Arenado singles on a line drive to left fielder Brandon Moss.   Charlie Blackmon to 2nd.  ","R ","R","R","COL","STL","B",7,3,0,1,2016,"-0.59                 ","5.32                ","1.375","2.232               ","null","null",453568,2,1,"bot","70.2100","118.3400","005752","2016-09-21T00:57:52Z","425877","427261","160920_185750","5.77","-133.783            ","-6.06","-1.08","25.93","-22.36","3.41","1.57","null","null","null","93.03","2230.00","6.57",449128
"FC",59,"2016-09-20","86.16     ","-0.871","6.322","Nolan Arenado","571448","425794","Single","Foul","116.975   ","1044.105  ","-16.4     ","7.6       ","14","Nolan Arenado singles on a line drive to left fielder Brandon Moss.   Charlie Blackmon to 2nd.  ","R ","R","R","COL","STL","S",7,3,1,1,2016,"4.99                  ","2.49                ","1.072","2.12                ","null","null",453568,2,1,"bot","70.2100","118.3400","005825","2016-09-21T00:58:25Z","425877","427261","160920_185822","3.22","-125.104            ","-4.80","8.02","21.59","-28.09","3.41","1.59","null","null","null","86.46","2404.00","6.13",449128
"SI",60,"2016-09-20","93.65     ","-0.827","5.986","Nolan Arenado","571448","425794","Single","In play, no out","224.354   ","1561.512  ","22.3      ","5.3       ","8 ","Nolan Arenado singles on a line drive to left fielder Brandon Moss.   Charlie Blackmon to 2nd.  ","R ","R","R","COL","STL","X",7,3,1,2,2016,"-5.42                 ","5.51                ","-0.025","1.938               ","null","null",453568,2,1,"bot","70.2100","118.3400","005909","2016-09-21T00:59:09Z","425877","427261","160920_185904","4.06","-136.02             ","-6.87","-10.24","27.76","-21.71","3.41","1.59","237","93.4","10.18               ","94.47","2080.00","6.59",449128
"FF",56,"2016-09-20","91.66     ","-0.978","6.021","Nolan Arenado","571448","425794","Single","Foul","195.764   ","1406.207  ","7.6       ","4.6       ","6 ","Nolan Arenado singles on a line drive to left fielder Brandon Moss.   Charlie Blackmon to 2nd.  ","R ","R","R","COL","STL","S",7,3,0,0,2016,"-1.92                 ","6.77                ","0.394","2.668               ","null","null",453568,2,1,"bot","70.2100","118.3400","005639","2016-09-21T00:56:39Z","425877","427261","160920_185637","4.30","-133.435            ","-5.16","-3.51","25.10","-19.73","3.41","1.59","null","null","null","92.65","2249.00","6.45",449128
"SI",232,"2016-09-20","90.90     ","-1.208","5.894","Nolan Arenado","571448","425794","Pop Out","Called Strike","220.508   ","1127.171  ","13.9      ","5.9       ","13","Nolan Arenado pops out to second baseman Kolten Wong.  ","R ","R","R","COL","STL","S",4,2,1,1,2016,"-3.71                 ","4.3                 ","-0.928","1.559               ","null",471865,"null",2,3,"bot","169.2000","144.2900","015110","2016-09-21T01:51:10Z","425877","427261","160920_195105","2.00","-132.264            ","-6.76","-6.68","23.93","-24.36","3.41","1.59","null","null","null","91.98","2122.00","6.50",449128
"CU",233,"2016-09-20","75.46     ","-0.937","6.243","Nolan Arenado","571448","425794","Pop Out","Ball In Dirt","47.025    ","1789.419  ","-13.4     ","14.7      ","14","Nolan Arenado pops out to second baseman Kolten Wong.  ","R ","R","R","COL","STL","B",4,2,1,2,2016,"8.23                  ","-7.73               ","1.162","-0.974              ","null",471865,"null",2,3,"bot","169.2000","144.2900","015159","2016-09-21T01:51:59Z","425877","427261","160920_195139","2.22","-109.613            ","-5.93","9.89","21.60","-41.39","3.36","1.59","null","null","null","75.78","2629.00","6.78",449128
"CU",234,"2016-09-20","75.19     ","-1.044","6.361","Nolan Arenado","571448","425794","Pop Out","Ball In Dirt","58.590    ","1853.073  ","-16.6     ","14.1      ","14","Nolan Arenado pops out to second baseman Kolten Wong.  ","R ","R","R","COL","STL","B",4,2,2,2,2016,"9.93                  ","-6.13               ","0.551","0.651               ","null",471865,"null",2,3,"bot","169.2000","144.2900","015225","2016-09-21T01:52:25Z","425877","427261","160920_195220","0.66","-109.125            ","-3.09","11.90","20.38","-39.44","3.35","1.54","null","null","null","75.36","2537.00","6.56",449128
"CU",230,"2016-09-20","75.32     ","-1.081","6.44","Nolan Arenado","571448","425794","Pop Out","Called Strike","51.173    ","1911.317  ","-15.5     ","14.3      ","14","Nolan Arenado pops out to second baseman Kolten Wong.  ","R ","R","R","COL","STL","S",4,2,0,0,2016,"9.31                  ","-7.55               ","0.83","2.426               ","null",471865,"null",2,3,"bot","169.2000","144.2900","015013","2016-09-21T01:50:13Z","425877","427261","160920_195011","1.52","-109.505            ","0.90","11.24","20.38","-41.22","3.41","1.59","null","null","null","75.35","2556.00","6.33",449128
"FC",231,"2016-09-20","85.35     ","-0.995","6.204","Nolan Arenado","571448","425794","Pop Out","Ball","104.133   ","857.311   ","-14.8     ","8.3       ","14","Nolan Arenado pops out to second baseman Kolten Wong.  ","R ","R","R","COL","STL","B",4,2,0,1,2016,"4.53                  ","1.09                ","2.319","2.309               ","null",471865,"null",2,3,"bot","169.2000","144.2900","015038","2016-09-21T01:50:38Z","425877","427261","160920_195036","6.69","-123.987            ","-3.37","7.11","23.20","-30.39","3.45","1.63","null","null","null","85.33","2460.00","6.11",449128
"FC",235,"2016-09-20","85.28     ","-0.969","6.245","Nolan Arenado","571448","425794","Pop Out","In play, out(s)","83.443    ","983.385   ","-14.6     ","8.8       ","6 ","Nolan Arenado pops out to second baseman Kolten Wong.  ","R ","R","R","COL","STL","X",4,2,3,2,2016,"5.29                  ","-0.65               ","0.621","2.562               ","null",471865,"null",2,3,"bot","169.2000","144.2900","015300","2016-09-21T01:53:00Z","425877","427261","160920_195252","2.23","-124.414            ","-2.38","8.38","22.30","-33.14","3.41","1.59","null","null","null","85.91","2470.00","6.19",449128
"FT",51,"2016-09-19","97.50     ","-1.238","5.073","Nolan Arenado","571448","593372","Flyout","Foul","235.952   ","1620.599  ","25.9      ","5.3       ","6 ","Nolan Arenado flies out to center fielder Randal Grichuk.  ","R ","R","R","COL","STL","S",8,1,0,1,2016,"-6.38                 ","4.28                ","0.504","2.368               ","null",518934,471865,1,1,"bot","148.8900","85.2800","005423","2016-09-20T00:54:23Z","425877","427554","160919_185417","7.23","-141.698            ","-3.45","-13.12","29.22","-23.31","3.41","1.59","null","null","null","97.10","2139.00","5.77",449113
"CU",53,"2016-09-19","87.74     ","-1.355","5.274","Nolan Arenado","571448","593372","Flyout","Foul","43.753    ","803.930   ","-8.2      ","9.1       ","2 ","Nolan Arenado flies out to center fielder Randal Grichuk.  ","R ","R","R","COL","STL","S",8,1,0,2,2016,"2.93                  ","-3.11               ","0.095","2.96                ","null",518934,471865,1,1,"bot","148.8900","85.2800","005528","2016-09-20T00:55:28Z","425877","427554","160919_185527","2.70","-127.342            ","1.52","4.88","22.88","-37.27","3.41","1.59","null","null","null","86.71","0.00","5.35",449113
"CH",54,"2016-09-19","89.32     ","-1.182","5.04","Nolan Arenado","571448","593372","Flyout","Foul","249.027   ","1293.711  ","18.4      ","7.1       ","14","Nolan Arenado flies out to center fielder Randal Grichuk.  ","R ","R","R","COL","STL","S",8,1,0,2,2016,"-6.25                 ","2.35                ","0.982","1.508               ","null",518934,471865,1,1,"bot","148.8900","85.2800","005554","2016-09-20T00:55:54Z","425877","427554","160919_185554","7.67","-129.681            ","-3.66","-10.80","23.22","-28.04","3.41","1.59","null","null","null","89.41","2189.00","6.01",449113
"FF",56,"2016-09-19","100.05    ","-1.077","5.368","Nolan Arenado","571448","593372","Flyout","In play, out(s)","220.018   ","1327.490  ","18.8      ","4.5       ","2 ","Nolan Arenado flies out to center fielder Randal Grichuk.  ","R ","R","R","COL","STL","X",8,1,0,2,2016,"-3.96                 ","4.68                ","-0.107","3.158               ","null",518934,471865,1,1,"bot","148.8900","85.2800","005710","2016-09-20T00:57:10Z","425877","427554","160919_185703","4.28","-145.43             ","-2.56","-8.56","30.87","-21.98","3.41","1.59","315","89.9","47.06               ","101.23","0.00","6.60",449113
"FT",50,"2016-09-19","96.25     ","-1.313","5.088","Nolan Arenado","571448","593372","Flyout","Called Strike","238.429   ","1655.361  ","26.3      ","5.6       ","9 ","Nolan Arenado flies out to center fielder Randal Grichuk.  ","R ","R","R","COL","STL","S",8,1,0,0,2016,"-6.81                 ","4.15                ","0.328","1.983               ","null",518934,471865,1,1,"bot","148.8900","85.2800","005400","2016-09-20T00:54:00Z","425877","427554","160919_185358","6.99","-139.61             ","-4.29","-13.57","28.49","-23.83","3.27","1.55","null","null","null","95.27","2149.00","5.52",449113
"CU",52,"2016-09-19","87.84     ","-1.324","5.281","Nolan Arenado","571448","593372","Flyout","Foul","91.467    ","1195.144  ","-19.6     ","8.2       ","14","Nolan Arenado flies out to center fielder Randal Grichuk.  ","R ","R","R","COL","STL","S",8,1,0,2,2016,"6.27                  ","0.12                ","1.799","2.384               ","null",518934,471865,1,1,"bot","148.8900","85.2800","005501","2016-09-20T00:55:01Z","425877","427554","160919_185500","5.85","-127.586            ","-1.06","10.51","22.29","-31.91","3.41","1.59","null","null","null","87.43","2274.00","5.64",449113
"CU",55,"2016-09-19","87.31     ","-1.317","5.235","Nolan Arenado","571448","593372","Flyout","Foul","54.885    ","741.840   ","-9.4      ","9.0       ","6 ","Nolan Arenado flies out to center fielder Randal Grichuk.  ","R ","R","R","COL","STL","S",8,1,0,2,2016,"3.22                  ","-2.31               ","0.686","2.217               ","null",518934,471865,1,1,"bot","148.8900","85.2800","005628","2016-09-20T00:56:28Z","425877","427554","160919_185627","3.98","-126.782            ","-0.45","5.30","23.22","-35.90","3.41","1.59","null","null","null","86.61","2198.00","5.57",449113
"FF",201,"2016-09-19","98.56     ","-0.793","5.235","Nolan Arenado","571448","593372","Single","Ball","216.562   ","1432.759  ","17.5      ","4.4       ","14","Nolan Arenado singles on a ground ball to center fielder Randal Grichuk.   DJ LeMahieu scores.  ","R ","R","R","COL","STL","B",8,4,0,1,2016,"-4.02                 ","5.38                ","1.419","2.433               ","null",518934,"null",2,3,"bot","123.5100","71.0400","013821","2016-09-20T01:38:21Z","425877","427554","160919_193819","7.77","-143.276            ","-4.29","-8.43","30.31","-20.81","3.41","1.59","null","null","null","98.62","2049.00","6.04",449113
"CU",202,"2016-09-19","85.02     ","-1.052","5.5","Nolan Arenado","571448","593372","Single","In play, run(s)","44.129    ","1259.803  ","-11.1     ","10.6      ","6 ","Nolan Arenado singles on a ground ball to center fielder Randal Grichuk.   DJ LeMahieu scores.  ","R ","R","R","COL","STL","X",8,4,1,1,2016,"4.82                  ","-5.02               ","0.491","2.614               ","null",518934,"null",2,3,"bot","123.5100","71.0400","013851","2016-09-20T01:38:51Z","425877","427554","160919_193845","2.24","-123.283            ","1.13","7.45","23.34","-39.86","3.41","1.59","285","104.5","1.83                ","83.11","2151.00","4.94",449113
"CU",200,"2016-09-19","87.91     ","-1.192","5.187","Nolan Arenado","571448","593372","Single","Swinging Strike","88.817    ","1287.274  ","-20.0     ","8.5       ","14","Nolan Arenado singles on a ground ball to center fielder Randal Grichuk.   DJ LeMahieu scores.  ","R ","R","R","COL","STL","S",8,4,0,0,2016,"6.84                  ","-0.19               ","1.049","2.079               ","null",518934,"null",2,3,"bot","123.5100","71.0400","013755","2016-09-20T01:37:55Z","425877","427554","160919_193753","3.41","-127.741            ","-1.43","11.33","25.53","-32.41","3.41","1.59","null","null","null","86.83","0.00","5.51",449113
"FT",344,"2016-09-19","96.27     ","-0.719","4.84","Nolan Arenado","571448","593372","Strikeout","Called Strike","258.763   ","1506.497  ","23.3      ","6.7       ","14","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","S",0,0,1,1,2016,"-7.16                 ","1.39                ","0.713","1.751               ","null","null",518934,1,5,"bot","0.0000","0.0000","021906","2016-09-20T02:19:06Z","425877","427554","160919_201901","6.52","-139.264            ","-3.20","-14.18","28.87","-29.36","3.41","1.59","null","null","null","95.30","2018.00","5.68",449113
"CU",346,"2016-09-19","84.90     ","-0.931","5.252","Nolan Arenado","571448","593372","Strikeout","Ball","82.118    ","1371.891  ","-18.0     ","9.1       ","11","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","STL","B",0,0,1,2,2016,"7.38                  ","-1.07               ","-1.814","3.586               ","null","null",518934,1,5,"bot","0.0000","0.0000","022007","2016-09-20T02:20:07Z","425877","427554","160919_202005","-4.52","-123.232            ","2.81","11.54","20.67","-33.77","3.41","1.59","null","null","null","83.50","2078.00","5.04",449113
