"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",49,"2016-10-02","90.74     ","-0.832","6.693","Nolan Arenado","571448","572788","Walk","Ball","181.077   ","1452.716  ","-1.8      ","4.5       ","12","Nolan Arenado walks.  ","R ","R","R","COL","MIL","B",0,0,3,0,2016,"-0.14                 ","7.31                ","1.336","2.896               ","null","null","null",1,1,"bot","0.0000","0.0000","192359","2016-10-02T19:23:59Z","572180","482608","161002_132403","5.73","-131.528            ","-6.32","-0.25","22.01","-19.01","3.41","1.59","null","null","null","91.61","2132.00","6.41",449290
"FF",175,"2016-10-02","93.11     ","-1.47","5.311","Nolan Arenado","571448","543746","Lineout","In play, out(s)","216.319   ","813.519   ","7.1       ","5.7       ","14","Nolan Arenado lines out sharply to right fielder Domingo Santana.  ","R ","R","R","COL","MIL","X",9,3,0,0,2016,"-2.37                 ","3.18                ","0.962","2.214               ","null","null","null",0,3,"bot","197.6300","76.6400","195533","2016-10-02T19:55:33Z","572180","482608","161002_135533","7.40","-135.369            ","-3.52","-4.50","23.21","-26.06","3.41","1.59","357","93.1","24.36               ","93.57","2225.00","5.97",449290
"SL",47,"2016-10-01","84.05     ","-1.0","6.148","Nolan Arenado","571448","503449","Lineout","Swinging Strike","131.725   ","490.810   ","-6.6      ","8.1       ","9 ","Nolan Arenado lines out to left fielder Ryan Braun.  ","R ","R","R","COL","MIL","S",7,3,0,0,2016,"2.03                  ","1.76                ","0.453","1.735               ","null","null",518614,1,1,"bot","58.6700","83.5900","002542","2016-10-02T00:25:42Z","455117","577468","161001_182523","2.87","-121.782            ","-4.56","3.08","21.50","-29.43","3.42","1.59","null","null","null","82.73","2149.00","5.26",449275
"SL",48,"2016-10-01","85.23     ","-0.955","6.252","Nolan Arenado","571448","503449","Lineout","In play, out(s)","113.797   ","114.867   ","-2.5      ","8.3       ","6 ","Nolan Arenado lines out to left fielder Ryan Braun.  ","R ","R","R","COL","MIL","X",7,3,0,1,2016,"0.57                  ","0.2                 ","0.458","2.614               ","null","null",518614,1,1,"bot","58.6700","83.5900","002603","2016-10-02T00:26:03Z","455117","577468","161001_182545","3.29","-123.957            ","-2.47","0.90","22.56","-31.78","3.42","1.59","363","96.4","21.70               ","83.93","2133.00","5.16",449275
"FF",197,"2016-10-01","94.32     ","-0.657","6.102","Nolan Arenado","571448","503449","Groundout","In play, out(s)","208.748   ","1916.867  ","23.4      ","4.0       ","14","Nolan Arenado grounds out, shortstop Orlando Arcia to first baseman Chris Carter.  ","R ","R","R","COL","MIL","X",6,4,1,0,2016,"-4.5                  ","8.17                ","0.905","2.073               ","null","null","null",0,4,"bot","115.0000","150.8200","011314","2016-10-02T01:13:14Z","455117","577468","161001_191255","5.85","-136.87             ","-7.97","-8.70","24.96","-16.32","3.42","1.59","153","75.7","11.49               ","94.47","1941.00","5.99",449275
"FF",196,"2016-10-01","95.17     ","-0.51","6.128","Nolan Arenado","571448","503449","Groundout","Ball","209.748   ","1864.394  ","22.5      ","4.1       ","14","Nolan Arenado grounds out, shortstop Orlando Arcia to first baseman Chris Carter.  ","R ","R","R","COL","MIL","B",6,4,0,0,2016,"-4.48                 ","7.81                ","1.37","1.699               ","null","null","null",0,4,"bot","115.0000","150.8200","011314","2016-10-02T01:13:14Z","455117","577468","161001_191242","6.76","-137.704            ","-9.07","-8.78","24.86","-16.81","3.43","1.62","null","null","null","94.59","1976.00","5.70",449275
"KC",513,"2016-10-01","83.06     ","-1.5","5.958","Nolan Arenado","571448","608349","Flyout","Ball","34.975    ","1243.119  ","-9.1      ","11.3      ","14","Nolan Arenado flies out to right fielder Domingo Santana.  ","R ","R","R","COL","MIL","B",9,1,1,0,2016,"3.99                  ","-5.75               ","0.995","1.201               ","null",642162,518614,1,8,"bot","180.4100","100.5500","024241","2016-10-02T02:42:41Z","455117","577468","161001_204226","4.73","-120.851            ","-2.89","5.94","21.99","-40.66","3.18","1.41","null","null","null","82.86","2752.00","5.89",449275
"FF",515,"2016-10-01","96.88     ","-1.296","5.856","Nolan Arenado","571448","608349","Flyout","Ball","192.043   ","1715.348  ","10.7      ","3.6       ","13","Nolan Arenado flies out to right fielder Domingo Santana.  ","R ","R","R","COL","MIL","B",9,1,2,1,2016,"-1.71                 ","7.96                ","-1.267","1.663               ","null",642162,518614,1,8,"bot","180.4100","100.5500","024358","2016-10-02T02:43:58Z","455117","577468","161001_204342","0.70","-140.92             ","-8.89","-3.48","28.04","-15.88","3.24","1.47","null","null","null","97.86","2392.00","6.43",449275
"FF",512,"2016-10-01","97.66     ","-1.172","5.882","Nolan Arenado","571448","608349","Flyout","Ball","208.973   ","1737.354  ","18.7      ","4.0       ","14","Nolan Arenado flies out to right fielder Domingo Santana.  ","R ","R","R","COL","MIL","B",9,1,0,0,2016,"-4.01                 ","7.21                ","1.445","1.825               ","null",642162,518614,1,8,"bot","180.4100","100.5500","024224","2016-10-02T02:42:24Z","455117","577468","161001_204206","8.80","-141.527            ","-8.28","-8.21","29.75","-17.35","3.40","1.54","null","null","null","97.97","2183.00","6.37",449275
"KC",514,"2016-10-01","81.84     ","-1.511","6.029","Nolan Arenado","571448","608349","Flyout","Called Strike","42.762    ","1653.754  ","-12.4     ","12.0      ","7 ","Nolan Arenado flies out to right fielder Domingo Santana.  ","R ","R","R","COL","MIL","S",9,1,2,0,2016,"6.35                  ","-6.92               ","-0.386","2.016               ","null",642162,518614,1,8,"bot","180.4100","100.5500","024308","2016-10-02T02:43:08Z","455117","577468","161001_204248","0.70","-118.882            ","-0.54","9.20","20.22","-42.12","3.30","1.60","null","null","null","81.36","2636.00","5.69",449275
"FF",516,"2016-10-01","97.59     ","-1.046","6.051","Nolan Arenado","571448","608349","Flyout","In play, out(s)","190.994   ","1896.700  ","8.2       ","3.1       ","12","Nolan Arenado flies out to right fielder Domingo Santana.  ","R ","R","R","COL","MIL","X",9,1,3,1,2016,"-1.72                 ","8.81                ","1.094","2.544               ","null",642162,518614,1,8,"bot","180.4100","100.5500","024426","2016-10-02T02:44:26Z","455117","577468","161001_204406","6.64","-141.519            ","-7.36","-3.53","28.48","-14.01","3.42","1.59","291","79.5","38.29               ","98.14","2349.00","6.37",449275
"SL",683,"2016-10-01","90.32     ","-2.053","5.785","Nolan Arenado","571448","606930","Strikeout","Ball","83.668    ","941.547   ","-15.2     ","7.8       ","11","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","MIL","B",0,0,0,1,2016,"4.79                  ","-0.57               ","-0.16","3.406               ","null","null","null",0,10,"bot","0.0000","0.0000","033024","2016-10-02T03:30:24Z","455117","577468","161001_213003","3.31","-131.187            ","0.15","8.46","23.96","-33.11","3.36","1.56","null","null","null","91.01","0.00","6.39",449275
"SL",684,"2016-10-01","90.75     ","-1.953","5.697","Nolan Arenado","571448","606930","Strikeout","Swinging Strike","134.006   ","1015.718  ","-16.2     ","6.3       ","14","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","MIL","S",0,0,1,1,2016,"3.7                   ","3.53                ","1.557","1.45                ","null","null","null",0,10,"bot","0.0000","0.0000","033041","2016-10-02T03:30:41Z","455117","577468","161001_213019","7.93","-131.459            ","-6.20","6.62","22.18","-25.78","3.42","1.59","null","null","null","91.86","2434.00","6.59",449275
"SL",686,"2016-10-01","90.04     ","-1.97","5.734","Nolan Arenado","571448","606930","Strikeout","Swinging Strike","104.189   ","749.392   ","-13.3     ","7.2       ","2 ","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","MIL","S",0,0,2,2,2016,"3.72                  ","0.9                 ","0.097","3.161               ","null","null","null",0,10,"bot","0.0000","0.0000","033119","2016-10-02T03:31:19Z","455117","577468","161001_213057","4.12","-130.954            ","-0.83","6.56","23.78","-30.52","3.42","1.59","null","null","null","91.26","0.00","6.61",449275
"SL",682,"2016-10-01","90.08     ","-2.167","5.79","Nolan Arenado","571448","606930","Strikeout","Called Strike","109.654   ","581.655   ","-11.2     ","7.2       ","12","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","MIL","S",0,0,0,0,2016,"2.81                  ","0.96                ","0.806","2.76                ","null","null","null",0,10,"bot","0.0000","0.0000","033012","2016-10-02T03:30:12Z","455117","577468","161001_212950","6.80","-131.34             ","-2.06","4.96","24.69","-30.40","3.44","1.62","null","null","null","91.11","2353.00","6.46",449275
"SL",685,"2016-10-01","91.19     ","-1.891","5.882","Nolan Arenado","571448","606930","Strikeout","Ball","106.740   ","473.862   ","-9.8      ","6.9       ","12","Nolan Arenado strikes out swinging.  ","R ","R","R","COL","MIL","B",0,0,1,2,2016,"2.29                  ","0.65                ","0.961","4.937               ","null","null","null",0,10,"bot","0.0000","0.0000","033103","2016-10-02T03:31:03Z","455117","577468","161001_213037","6.73","-132.232            ","3.38","4.14","22.33","-30.93","3.36","1.58","null","null","null","92.11","2368.00","6.38",449275
"FF",351,"2016-10-01","95.71     ","-0.844","6.196","Nolan Arenado","571448","503449","Groundout","Called Strike","192.890   ","1427.875  ","8.5       ","4.2       ","13","Nolan Arenado grounds out, second baseman Scooter Gennett to first baseman Chris Carter.  ","R ","R","R","COL","MIL","S",4,4,1,0,2016,"-1.54                 ","6.7                 ","-1.004","2.271               ","null","null","null",2,6,"bot","139.2300","145.3700","015538","2016-10-02T01:55:38Z","455117","577468","161001_195520","0.11","-139.212            ","-7.42","-3.06","28.35","-18.82","3.25","1.56","null","null","null","95.64","1790.00","5.95",449275
"SL",352,"2016-10-01","86.36     ","-0.658","6.231","Nolan Arenado","571448","503449","Groundout","Foul","142.870   ","665.674   ","-7.9      ","7.1       ","12","Nolan Arenado grounds out, second baseman Scooter Gennett to first baseman Chris Carter.  ","R ","R","R","COL","MIL","S",4,4,1,1,2016,"2.15                  ","2.8                 ","0.829","2.542               ","null","null","null",2,6,"bot","139.2300","145.3700","015558","2016-10-02T01:55:58Z","455117","577468","161001_195540","3.00","-125.174            ","-3.62","3.47","21.78","-27.60","3.42","1.59","null","null","null","85.62","2202.00","5.55",449275
"FF",353,"2016-10-01","97.85     ","-0.396","6.078","Nolan Arenado","571448","503449","Groundout","In play, out(s)","199.252   ","1451.468  ","10.4      ","4.0       ","14","Nolan Arenado grounds out, second baseman Scooter Gennett to first baseman Chris Carter.  ","R ","R","R","COL","MIL","X",4,4,1,2,2016,"-2.25                 ","6.41                ","1.266","2.071               ","null","null","null",2,6,"bot","139.2300","145.3700","015628","2016-10-02T01:56:28Z","455117","577468","161001_195609","5.52","-141.861            ","-8.00","-4.68","26.18","-18.78","3.42","1.59","145","78.5","-4.75               ","97.67","1840.00","5.82",449275
"SL",350,"2016-10-01","84.61     ","-0.771","6.136","Nolan Arenado","571448","503449","Groundout","Ball","151.075   ","395.244   ","-4.1      ","7.9       ","14","Nolan Arenado grounds out, second baseman Scooter Gennett to first baseman Chris Carter.  ","R ","R","R","COL","MIL","B",4,4,0,0,2016,"1.04                  ","1.84                ","0.939","1.374               ","null","null","null",2,6,"bot","139.2300","145.3700","015514","2016-10-02T01:55:14Z","455117","577468","161001_195458","3.84","-122.711            ","-5.61","1.62","20.72","-29.25","3.24","1.52","null","null","null","83.90","0.00","5.51",449275
"CH",44,"2016-09-30","78.61     ","2.772","6.194","Nolan Arenado","571448","608718","Home Run","Foul Tip","143.607   ","1777.083  ","-18.5     ","6.9       ","9 ","Nolan Arenado homers (41) on a fly ball to center field.   DJ LeMahieu scores.  ","R ","R","L","COL","MIL","S",8,1,1,0,2016,"6.2                   ","8.35                ","0.464","1.977               ","null","null",518934,1,1,"bot","141.7900","15.6000","002120","2016-10-01T00:21:20Z","455117","427413","160930_182123","-7.07","-114.381            ","-4.97","8.31","18.61","-20.90","3.42","1.58","null","null","null","80.32","1835.00","7.08",449260
"FT",45,"2016-09-30","85.30     ","2.734","5.976","Nolan Arenado","571448","608718","Home Run","Ball In Dirt","127.099   ","1857.302  ","-25.3     ","6.8       ","14","Nolan Arenado homers (41) on a fly ball to center field.   DJ LeMahieu scores.  ","R ","R","L","COL","MIL","B",8,1,1,1,2016,"8.02                  ","6.02                ","0.348","0.808               ","null","null",518934,1,1,"bot","141.7900","15.6000","002138","2016-10-01T00:21:38Z","455117","427413","160930_182141","-8.44","-123.984            ","-8.13","12.66","21.57","-22.60","3.42","1.58","null","null","null","87.52","2234.00","7.32",449260
"SL",46,"2016-09-30","71.48     ","2.947","6.399","Nolan Arenado","571448","608718","Home Run","In play, run(s)","289.185   ","526.626   ","7.1       ","12.5      ","9 ","Nolan Arenado homers (41) on a fly ball to center field.   DJ LeMahieu scores.  ","R ","R","L","COL","MIL","X",8,1,2,1,2016,"-3.25                 ","-1.2                ","0.252","1.982               ","null","null",518934,1,1,"bot","141.7900","15.6000","002203","2016-10-01T00:22:03Z","455117","427413","160930_182201","-4.67","-103.869            ","-0.93","-3.56","16.98","-33.41","3.42","1.58","460","101.0","26.40               ","71.52","2241.00","6.18",449260
"FF",43,"2016-09-30","85.30     ","2.955","6.156","Nolan Arenado","571448","608718","Home Run","Ball","171.671   ","1124.179  ","-1.7      ","5.9       ","12","Nolan Arenado homers (41) on a fly ball to center field.   DJ LeMahieu scores.  ","R ","R","L","COL","MIL","B",8,1,0,0,2016,"0.88                  ","5.97                ","1.346","3.413               ","null","null",518934,1,1,"bot","141.7900","15.6000","002108","2016-10-01T00:21:08Z","455117","427413","160930_182110","-4.25","-124.077            ","-2.16","1.39","21.62","-22.66","3.42","1.58","null","null","null","87.31","2225.00","7.09",449260
"FF",179,"2016-09-30","85.28     ","2.816","6.278","Nolan Arenado","571448","608718","Double","Ball","167.106   ","906.821   ","-.9       ","6.2       ","11","Nolan Arenado doubles (35) on a ground ball to right fielder Domingo Santana.  ","R ","R","L","COL","MIL","B",9,4,0,1,2016,"1.09                  ","4.71                ","-0.471","4.533               ","null","null","null",0,3,"bot","198.1300","123.9400","005552","2016-10-01T00:55:52Z","455117","427413","160930_185555","-8.48","-124.374            ","0.66","1.74","20.77","-24.60","3.42","1.58","null","null","null","87.16","2133.00","6.80",449260
"FT",180,"2016-09-30","85.52     ","2.945","6.134","Nolan Arenado","571448","608718","Double","Ball","136.786   ","1567.908  ","-20.1     ","6.1       ","12","Nolan Arenado doubles (35) on a ground ball to right fielder Domingo Santana.  ","R ","R","L","COL","MIL","B",9,4,1,1,2016,"5.75                  ","6.07                ","1.358","3.254               ","null","null","null",0,3,"bot","198.1300","123.9400","005603","2016-10-01T00:56:03Z","455117","427413","160930_185606","-5.80","-124.741            ","-2.65","9.23","20.50","-22.35","3.42","1.58","null","null","null","88.33","2149.00","7.36",449260
"FF",182,"2016-09-30","85.44     ","2.595","6.212","Nolan Arenado","571448","608718","Double","In play, no out","172.816   ","924.578   ",".8        ","6.3       ","11","Nolan Arenado doubles (35) on a ground ball to right fielder Domingo Santana.  ","R ","R","L","COL","MIL","X",9,4,2,2,2016,"0.62                  ","4.9                 ","-0.747","2.875               ","null","null","null",0,3,"bot","198.1300","123.9400","005641","2016-10-01T00:56:41Z","455117","427413","160930_185639","-8.45","-124.31             ","-3.32","0.99","21.27","-24.31","3.42","1.58","118","57.3","11.38               ","87.56","2265.00","7.12",449260
"CH",178,"2016-09-30","78.31     ","2.803","6.299","Nolan Arenado","571448","608718","Double","Called Strike","135.633   ","1584.677  ","-17.8     ","7.5       ","3 ","Nolan Arenado doubles (35) on a ground ball to right fielder Domingo Santana.  ","R ","R","L","COL","MIL","S",9,4,0,0,2016,"6.52                  ","6.61                ","0.311","2.859               ","null","null","null",0,3,"bot","198.1300","123.9400","005540","2016-10-01T00:55:40Z","455117","427413","160930_185545","-7.56","-113.813            ","-2.64","8.69","17.52","-23.29","3.42","1.58","null","null","null","80.19","1837.00","7.12",449260
"CH",181,"2016-09-30","80.10     ","2.784","6.2","Nolan Arenado","571448","608718","Double","Swinging Strike","137.886   ","1470.355  ","-16.3     ","7.2       ","14","Nolan Arenado doubles (35) on a ground ball to right fielder Domingo Santana.  ","R ","R","L","COL","MIL","S",9,4,2,1,2016,"5.67                  ","6.21                ","0.889","2.409               ","null","null","null",0,3,"bot","198.1300","123.9400","005614","2016-10-01T00:56:14Z","455117","427413","160930_185616","-6.10","-116.572            ","-3.73","7.92","18.56","-23.41","3.42","1.58","null","null","null","81.74","1836.00","6.88",449260
"CH",339,"2016-09-30","77.60     ","2.754","6.215","Nolan Arenado","571448","608718","Strikeout","Swinging Strike","130.543   ","1560.739  ","-18.6     ","7.9       ","3 ","Nolan Arenado called out on strikes.  ","R ","R","L","COL","MIL","S",0,0,1,0,2016,"7.03                  ","5.96                ","0.637","3.136               ","null","null","null",1,5,"bot","0.0000","0.0000","013737","2016-10-01T01:37:37Z","455117","427413","160930_193741","-6.81","-112.975            ","-1.51","9.24","17.35","-24.27","3.42","1.58","null","null","null","79.41","1886.00","7.02",449260
"FF",340,"2016-09-30","86.20     ","2.664","6.06","Nolan Arenado","571448","608718","Strikeout","Foul","175.644   ","803.101   ",".8        ","6.4       ","6 ","Nolan Arenado called out on strikes.  ","R ","R","L","COL","MIL","S",0,0,1,1,2016,"0.32                  ","4.21                ","0.277","2.649               ","null","null","null",1,5,"bot","0.0000","0.0000","013758","2016-10-01T01:37:58Z","455117","427413","160930_193801","-6.07","-125.298            ","-3.46","0.53","19.86","-25.26","3.42","1.58","null","null","null","88.41","2359.00","7.08",449260
"FF",342,"2016-09-30","83.42     ","2.821","6.051","Nolan Arenado","571448","608718","Strikeout","Called Strike","179.209   ","867.203   ","1.6       ","6.8       ","9 ","Nolan Arenado called out on strikes.  ","R ","R","L","COL","MIL","S",0,0,2,2,2016,"0.07                  ","4.71                ","0.594","1.615               ","null","null","null",1,5,"bot","0.0000","0.0000","013836","2016-10-01T01:38:36Z","455117","427413","160930_193838","-5.43","-122.053            ","-5.63","0.10","20.37","-24.88","3.42","1.58","null","null","null","86.32","2103.00","7.37",449260
"FT",338,"2016-09-30","84.22     ","2.767","6.116","Nolan Arenado","571448","608718","Strikeout","Ball","135.323   ","1388.375  ","-16.8     ","6.6       ","14","Nolan Arenado called out on strikes.  ","R ","R","L","COL","MIL","B",0,0,0,0,2016,"5.3                   ","5.31                ","0.992","2.16                ","null","null","null",1,5,"bot","0.0000","0.0000","013727","2016-10-01T01:37:27Z","455117","427413","160930_193730","-6.02","-122.414            ","-4.78","8.24","18.59","-23.84","3.42","1.58","null","null","null","86.39","2126.00","7.07",449260
"CH",341,"2016-09-30","77.42     ","2.719","6.227","Nolan Arenado","571448","608718","Strikeout","Ball","142.798   ","1495.644  ","-14.8     ","7.6       ","14","Nolan Arenado called out on strikes.  ","R ","R","L","COL","MIL","B",0,0,1,2,2016,"5.36                  ","7.01                ","0.895","1.429               ","null","null","null",1,5,"bot","0.0000","0.0000","013818","2016-10-01T01:38:18Z","455117","427413","160930_193820","-5.66","-112.699            ","-5.65","7.03","16.94","-22.92","3.42","1.58","null","null","null","79.23","1634.00","6.99",449260
"SL",521,"2016-09-30","81.26     ","-1.622","5.505","Nolan Arenado","571448","543746","Groundout","Swinging Strike","75.151    ","1424.373  ","-18.2     ","10.4      ","9 ","Nolan Arenado grounds out, second baseman Scooter Gennett to first baseman Chris Carter.  ","R ","R","R","COL","MIL","S",4,4,0,1,2016,"7.81                  ","-2.12               ","0.604","1.955               ","null","null","null",1,8,"bot","145.3400","152.4200","022953","2016-10-01T02:29:53Z","455117","427413","160930_202956","2.84","-118.165            ","-0.85","11.21","19.31","-35.15","3.42","1.58","null","null","null","80.95","2928.00","5.64",449260
"SL",522,"2016-09-30","90.49     ","-1.409","5.385","Nolan Arenado","571448","543746","Groundout","In play, out(s)","195.618   ","919.658   ","2.7       ","5.6       ","14","Nolan Arenado grounds out, second baseman Scooter Gennett to first baseman Chris Carter.  ","R ","R","R","COL","MIL","X",4,4,0,2,2016,"-1.25                 ","4.43                ","1.203","1.73                ","null","null","null",1,8,"bot","145.3400","152.4200","023031","2016-10-01T02:30:31Z","455117","427413","160930_203032","7.27","-131.303            ","-4.97","-2.24","20.77","-24.16","3.42","1.58","120","65.6","-13.64              ","90.76","0.00","5.89",449260
"FF",520,"2016-09-30","94.32     ","-1.508","5.437","Nolan Arenado","571448","543746","Groundout","Called Strike","213.436   ","799.569   ","7.1       ","5.5       ","2 ","Nolan Arenado grounds out, second baseman Scooter Gennett to first baseman Chris Carter.  ","R ","R","R","COL","MIL","S",4,4,0,0,2016,"-2.15                 ","3.22                ","0.125","2.884               ","null","null","null",1,8,"bot","145.3400","152.4200","022935","2016-10-01T02:29:35Z","455117","427413","160930_202939","5.20","-136.656            ","-2.18","-4.15","24.55","-25.89","3.42","1.58","null","null","null","94.43","2426.00","5.93",449260
"FT",135,"2016-09-29","92.12     ","-1.838","6.037","Nolan Arenado","571448","456501","Pop Out","Ball","236.837   ","2310.827  ","38.2      ","6.0       ","11","Nolan Arenado pops out to third baseman Conor Gillaspie in foul territory.  ","R ","R","R","SF ","COL","B",5,2,0,1,2016,"-9.93                 ","6.45                ","-0.967","3.778               ","null","null",518614,1,3,"top","110.2400","202.0200","025513","2016-09-30T02:55:13Z","457763","427292","160929_195811","5.69","-133.938            ","-2.06","-17.86","31.72","-20.50","3.47","1.61","null","null","null","90.89","2182.00","5.92",449247
