"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",540,"2016-10-02","98.25     ","-0.915","6.349","Kyle Seager","572122","446099","Lineout","Ball","212.970   ","2262.602  ","32.8      ","3.7       ","12","Kyle Seager lines out sharply to right fielder Matt Olson.  ","R ","L","R","SEA","OAK","B",9,3,1,2,2016,"-6.0                  ","9.21                ","0.936","2.69                ","null","null","null",1,9,"bot","211.1600","84.7700","214103","2016-10-02T21:41:03Z","622194","427261","161002_144331","7.37","-143.894            ","-7.89","-12.21","42.41","-13.35","3.43","1.45","null","null","null","97.77","2101.00","6.30",449293
"FF",541,"2016-10-02","98.62     ","-1.112","6.271","Kyle Seager","572122","446099","Lineout","In play, out(s)","217.898   ","1766.125  ","24.3      ","4.4       ","5 ","Kyle Seager lines out sharply to right fielder Matt Olson.  ","R ","L","R","SEA","OAK","X",9,3,2,2,2016,"-5.26                 ","6.72                ","0.21","2.627               ","null","null","null",1,9,"bot","211.1600","84.7700","214134","2016-10-02T21:41:34Z","622194","427261","161002_144356","5.65","-144.72             ","-7.04","-10.82","43.18","-18.27","3.40","1.45","346","107.2","19.25               ","98.40","2211.00","6.35",449293
"FF",537,"2016-10-02","97.92     ","-1.072","6.186","Kyle Seager","572122","446099","Lineout","Called Strike","214.484   ","1730.113  ","22.3      ","4.3       ","6 ","Kyle Seager lines out sharply to right fielder Matt Olson.  ","R ","L","R","SEA","OAK","S",9,3,0,0,2016,"-4.71                 ","6.83                ","0.429","2.517               ","null","null","null",1,9,"bot","211.1600","84.7700","213947","2016-10-02T21:39:47Z","622194","427261","161002_144213","5.95","-143.615            ","-7.14","-9.70","37.92","-18.06","3.47","1.45","null","null","null","98.36","2384.00","6.37",449293
"FF",539,"2016-10-02","97.12     ","-1.208","6.312","Kyle Seager","572122","446099","Lineout","Foul","218.070   ","1850.288  ","28.4      ","4.7       ","11","Kyle Seager lines out sharply to right fielder Matt Olson.  ","R ","L","R","SEA","OAK","S",9,3,1,1,2016,"-5.64                 ","7.16                ","-1.491","2.505               ","null","null","null",1,9,"bot","211.1600","84.7700","214031","2016-10-02T21:40:31Z","622194","427261","161002_144259","1.24","-142.934            ","-7.37","-11.24","44.03","-17.82","3.40","1.45","null","null","null","97.05","2152.00","6.32",449293
"FF",367,"2016-10-02","90.62     ","3.321","5.501","Kyle Seager","572122","640455","Pop Out","Foul","112.759   ","2575.786  ","-38.8     ","7.2       ","14","Kyle Seager pops out to first baseman Yonder Alonso in foul territory.  ","R ","L","L","SEA","OAK","S",3,2,2,0,2016,"12.37                 ","5.15                ","1.237","1.949               ","null","null","null",2,6,"bot","172.5800","182.4300","204902","2016-10-02T20:49:02Z","622194","427261","161002_135132","-9.64","-133.715            ","-4.89","21.89","34.95","-22.99","3.40","1.45","null","null","null","91.70","1928.00","6.79",449293
"FF",368,"2016-10-02","93.03     ","3.441","5.545","Kyle Seager","572122","640455","Pop Out","Ball","107.252   ","2608.244  ","-39.8     ","7.2       ","12","Kyle Seager pops out to first baseman Yonder Alonso in foul territory.  ","R ","L","L","SEA","OAK","B",3,2,2,1,2016,"12.55                 ","3.86                ","1.344","3.188               ","null","null","null",2,6,"bot","172.5800","182.4300","204958","2016-10-02T20:49:58Z","622194","427261","161002_135226","-10.01","-136.895            ","-1.71","23.50","33.87","-24.88","3.52","1.45","null","null","null","93.87","2002.00","6.59",449293
"FF",365,"2016-10-02","91.34     ","2.974","5.337","Kyle Seager","572122","640455","Pop Out","Ball","123.370   ","2348.063  ","-33.0     ","6.0       ","13","Kyle Seager pops out to first baseman Yonder Alonso in foul territory.  ","R ","L","L","SEA","OAK","B",3,2,0,0,2016,"10.18                 ","6.66                ","-1.795","1.417               ","null","null","null",2,6,"bot","172.5800","182.4300","204831","2016-10-02T20:48:31Z","622194","427261","161002_135101","-15.93","-133.495            ","-6.38","18.04","33.46","-20.29","3.43","1.45","null","null","null","91.31","2038.00","6.47",449293
"SL",366,"2016-10-02","80.11     ","3.053","5.575","Kyle Seager","572122","640455","Pop Out","Ball","333.179   ","135.232   ","3.8       ","9.9       ","13","Kyle Seager pops out to first baseman Yonder Alonso in foul territory.  ","R ","L","L","SEA","OAK","B",3,2,1,0,2016,"-0.36                 ","-0.76               ","-0.966","1.538               ","null","null","null",2,6,"bot","172.5800","182.4300","204850","2016-10-02T20:48:50Z","622194","427261","161002_135116","-9.16","-117.45             ","-2.12","-0.49","24.96","-33.15","3.40","1.45","null","null","null","80.22","2088.00","6.30",449293
"FF",369,"2016-10-02","90.52     ","3.111","5.582","Kyle Seager","572122","640455","Pop Out","In play, out(s)","110.310   ","1810.446  ","-26.1     ","6.8       ","2 ","Kyle Seager pops out to first baseman Yonder Alonso in foul territory.  ","R ","L","L","SEA","OAK","X",3,2,3,1,2016,"8.79                  ","3.21                ","0.157","3.153               ","null","null","null",2,6,"bot","172.5800","182.4300","205020","2016-10-02T20:50:20Z","622194","427261","161002_135243","-10.69","-132.8              ","-1.28","15.54","31.13","-26.42","3.40","1.45","null","null","null","91.03","1851.00","6.43",449293
"FT",99,"2016-10-01","92.59     ","-1.676","6.128","Kyle Seager","572122","605194","Single","Ball","216.968   ","2299.904  ","37.0      ","4.6       ","11","Kyle Seager singles on a ground ball to third baseman Ryon Healy.  ","R ","L","R","SEA","OAK","B",5,4,1,0,2016,"-7.14                 ","9.44                ","-1.601","3.394               ","null","null","null",0,2,"bot","102.0200","152.4200","014241","2016-10-02T01:42:41Z","519390","427243","161001_184538","2.64","-135.625            ","-4.40","-12.93","37.22","-15.00","3.40","1.40","null","null","null","90.04","2097.00","4.97",449278
"CH",102,"2016-10-01","78.53     ","-1.479","6.21","Kyle Seager","572122","605194","Single","Foul","264.145   ","1044.602  ","12.2      ","10.1      ","9 ","Kyle Seager singles on a ground ball to third baseman Ryon Healy.  ","R ","L","R","SEA","OAK","S",5,4,2,2,2016,"-6.28                 ","0.59                ","0.651","2.043               ","null","null","null",0,2,"bot","102.0200","152.4200","014348","2016-10-02T01:43:48Z","519390","427243","161001_184643","6.62","-114.775            ","-2.40","-8.22","25.06","-31.33","3.41","1.45","null","null","null","76.20","2137.00","4.88",449278
"CH",103,"2016-10-01","78.04     ","-1.591","5.898","Kyle Seager","572122","605194","Single","Ball","250.996   ","766.769   ","8.9       ","10.1      ","13","Kyle Seager singles on a ground ball to third baseman Ryon Healy.  ","R ","L","R","SEA","OAK","B",5,4,2,2,2016,"-4.4                  ","1.46                ","-0.312","-0.917              ","null","null","null",0,2,"bot","102.0200","152.4200","014413","2016-10-02T01:44:13Z","519390","427243","161001_184708","4.13","-113.885            ","-8.46","-5.69","23.96","-30.21","3.36","1.37","null","null","null","75.65","2170.00","4.80",449278
"FT",98,"2016-10-01","93.60     ","-1.63","5.982","Kyle Seager","572122","605194","Single","Ball","218.445   ","2403.101  ","38.6      ","4.6       ","13","Kyle Seager singles on a ground ball to third baseman Ryon Healy.  ","R ","L","R","SEA","OAK","B",5,4,0,0,2016,"-7.6                  ","9.53                ","-1.239","2.056               ","null","null","null",0,2,"bot","102.0200","152.4200","014224","2016-10-02T01:42:24Z","519390","427243","161001_184520","3.68","-136.661            ","-7.80","-14.08","35.97","-14.45","3.39","1.41","null","null","null","90.10","2144.00","4.47",449278
"FT",100,"2016-10-01","92.28     ","-1.516","6.054","Kyle Seager","572122","605194","Single","Called Strike","222.649   ","2030.531  ","30.8      ","5.2       ","11","Kyle Seager singles on a ground ball to third baseman Ryon Healy.  ","R ","L","R","SEA","OAK","S",5,4,2,0,2016,"-7.12                 ","7.69                ","-0.861","2.821               ","null","null","null",0,2,"bot","102.0200","152.4200","014307","2016-10-02T01:43:07Z","519390","427243","161001_184603","4.15","-134.521            ","-5.03","-12.76","35.15","-18.33","3.40","1.49","null","null","null","88.85","2043.00","4.53",449278
"FF",101,"2016-10-01","92.61     ","-1.507","6.014","Kyle Seager","572122","605194","Single","Called Strike","213.391   ","2161.160  ","30.7      ","4.4       ","1 ","Kyle Seager singles on a ground ball to third baseman Ryon Healy.  ","R ","L","R","SEA","OAK","S",5,4,2,1,2016,"-6.12                 ","9.24                ","-0.522","3.028               ","null","null","null",0,2,"bot","102.0200","152.4200","014328","2016-10-02T01:43:28Z","519390","427243","161001_184624","4.70","-135.196            ","-5.00","-11.08","35.32","-15.36","3.44","1.53","null","null","null","89.99","2068.00","5.02",449278
"FF",104,"2016-10-01","93.52     ","-1.195","6.275","Kyle Seager","572122","605194","Single","In play, no out","188.098   ","1975.598  ","5.9       ","3.4       ","2 ","Kyle Seager singles on a ground ball to third baseman Ryon Healy.  ","R ","L","R","SEA","OAK","X",5,4,3,2,2016,"-1.42                 ","9.92                ","0.11","2.928               ","null","null","null",0,2,"bot","102.0200","152.4200","014447","2016-10-02T01:44:47Z","519390","427243","161001_184733","3.98","-136.497            ","-6.36","-2.62","35.82","-13.77","3.41","1.45","148","88.3","6.21                ","90.08","2121.00","4.50",449278
"CU",262,"2016-10-01","79.08     ","-1.165","6.627","Kyle Seager","572122","605194","Flyout","Called Strike","2.552     ","961.450   ","-1.3      ","12.2      ","6 ","Kyle Seager flies out to right fielder Danny Valencia.  ","R ","L","R","SEA","OAK","S",9,1,0,1,2016,"0.26                  ","-5.78               ","0.295","2.237               ","null","null","null",2,3,"bot","173.0900","82.7400","023048","2016-10-02T02:30:48Z","519390","427243","161001_193351","3.24","-115.459            ","-1.18","0.34","23.82","-39.82","3.26","1.43","null","null","null","75.97","2519.00","4.15",449278
"CH",264,"2016-10-01","78.47     ","-1.544","6.464","Kyle Seager","572122","605194","Flyout","Foul","248.876   ","1122.326  ","14.9      ","9.3       ","11","Kyle Seager flies out to right fielder Danny Valencia.  ","R ","L","R","SEA","OAK","S",9,1,1,2,2016,"-6.29                 ","2.37                ","-1.131","3.204               ","null","null","null",2,3,"bot","173.0900","82.7400","023157","2016-10-02T02:31:57Z","519390","427243","161001_193459","2.77","-115.033            ","-0.94","-8.30","24.39","-28.97","3.41","1.45","null","null","null","76.28","2159.00","4.65",449278
"FF",265,"2016-10-01","94.10     ","-1.261","6.194","Kyle Seager","572122","605194","Flyout","In play, out(s)","203.667   ","2257.539  ","27.6      ","3.6       ","4 ","Kyle Seager flies out to right fielder Danny Valencia.  ","R ","L","R","SEA","OAK","X",9,1,1,2,2016,"-4.58                 ","10.42               ","-0.447","2.52                ","null","null","null",2,3,"bot","173.0900","82.7400","023233","2016-10-02T02:32:33Z","519390","427243","161001_193535","3.78","-137.35             ","-7.53","-8.58","36.20","-12.60","3.41","1.45","304","82.0","30.81               ","90.63","2232.00","4.52",449278
"CH",261,"2016-10-01","77.52     ","-1.361","6.195","Kyle Seager","572122","605194","Flyout","Called Strike","270.387   ","1137.731  ","13.6      ","10.6      ","8 ","Kyle Seager flies out to right fielder Danny Valencia.  ","R ","L","R","SEA","OAK","S",9,1,0,0,2016,"-6.88                 ","-0.1                ","0.222","1.469               ","null","null","null",2,3,"bot","173.0900","82.7400","023028","2016-10-02T02:30:28Z","519390","427243","161001_193331","5.52","-113.147            ","-3.30","-8.87","21.69","-32.23","3.30","1.31","null","null","null","75.31","2431.00","4.70",449278
"CH",263,"2016-10-01","79.98     ","-1.551","5.888","Kyle Seager","572122","605194","Flyout","Ball","245.194   ","1232.840  ","14.9      ","9.3       ","14","Kyle Seager flies out to right fielder Danny Valencia.  ","R ","L","R","SEA","OAK","B",9,1,0,2,2016,"-6.63                 ","3.01                ","0.001","-1.314              ","null","null","null",2,3,"bot","173.0900","82.7400","023107","2016-10-02T02:31:07Z","519390","427243","161001_193410","5.51","-116.519            ","-10.35","-8.99","24.61","-28.02","3.42","1.55","null","null","null","77.29","2389.00","4.66",449278
"CU",397,"2016-10-01","80.60     ","-1.528","6.117","Kyle Seager","572122","521230","Strikeout","Ball","24.127    ","1030.396  ","-5.6      ","11.9      ","14","Kyle Seager strikes out swinging.  ","R ","L","R","SEA","OAK","B",0,0,0,1,2016,"2.47                  ","-5.57               ","0.057","1.396               ","null","null","null",2,5,"bot","0.0000","0.0000","031541","2016-10-02T03:15:41Z","519390","427243","161001_201833","2.93","-118.315            ","-2.34","3.44","26.64","-39.84","3.33","1.46","null","null","null","80.76","1907.00","6.38",449278
"CU",396,"2016-10-01","79.69     ","-1.63","6.239","Kyle Seager","572122","521230","Strikeout","Called Strike","18.829    ","1138.070  ","-4.5      ","12.2      ","7 ","Kyle Seager strikes out swinging.  ","R ","L","R","SEA","OAK","S",0,0,0,0,2016,"2.17                  ","-6.42               ","-0.661","2.103               ","null","null","null",2,5,"bot","0.0000","0.0000","031524","2016-10-02T03:15:24Z","519390","427243","161001_201816","1.58","-116.867            ","-0.58","2.96","24.97","-40.85","3.37","1.49","null","null","null","79.87","1892.00","6.34",449278
"FT",398,"2016-10-01","95.41     ","-1.756","5.933","Kyle Seager","572122","521230","Strikeout","Foul","222.689   ","2112.542  ","33.5      ","4.7       ","4 ","Kyle Seager strikes out swinging.  ","R ","L","R","SEA","OAK","S",0,0,1,1,2016,"-7.07                 ","7.62                ","-0.608","2.587               ","null","null","null",2,5,"bot","0.0000","0.0000","031603","2016-10-02T03:16:03Z","519390","427243","161001_201851","5.67","-139.744            ","-6.04","-13.80","35.29","-17.22","3.41","1.45","null","null","null","95.84","2117.00","6.49",449278
"FT",399,"2016-10-01","97.47     ","-1.923","6.045","Kyle Seager","572122","521230","Strikeout","Swinging Strike","208.770   ","2206.359  ","32.8      ","3.4       ","11","Kyle Seager strikes out swinging.  ","R ","L","R","SEA","OAK","S",0,0,1,2,2016,"-5.17                 ","9.39                ","-0.78","3.996               ","null","null","null",2,5,"bot","0.0000","0.0000","031627","2016-10-02T03:16:27Z","519390","427243","161001_201917","5.07","-142.965            ","-3.38","-10.47","39.99","-13.12","3.41","1.45","null","null","null","97.30","2193.00","6.28",449278
"FF",547,"2016-10-01","95.44     ","2.265","5.899","Kyle Seager","572122","448281","Strikeout","Swinging Strike","155.937   ","2207.734  ","-24.1     ","3.4       ","5 ","Kyle Seager strikes out swinging.  ","R ","L","L","SEA","OAK","S",0,0,0,2,2016,"4.49                  ","10.01               ","0.031","2.184               ","null","null","null",1,7,"bot","0.0000","0.0000","040147","2016-10-02T04:01:47Z","519390","427243","161001_210439","-7.68","-139.432            ","-7.79","8.65","37.41","-12.80","3.41","1.45","null","null","null","93.94","2311.00","5.69",449278
"CU",545,"2016-10-01","83.84     ","2.201","6.044","Kyle Seager","572122","448281","Strikeout","Swinging Strike","333.941   ","771.708   ","6.5       ","10.7      ","13","Kyle Seager strikes out swinging.  ","R ","L","L","SEA","OAK","S",0,0,0,0,2016,"-1.93                 ","-3.99               ","-1.06","1.312               ","null","null","null",1,7,"bot","0.0000","0.0000","040132","2016-10-02T04:01:32Z","519390","427243","161001_210400","-7.23","-123.115            ","-3.44","-2.88","30.82","-38.06","3.41","1.45","null","null","null","82.75","0.00","5.69",449278
"FF",546,"2016-10-01","95.24     ","2.037","5.937","Kyle Seager","572122","448281","Strikeout","Called Strike","156.691   ","2612.824  ","-33.2     ","3.0       ","7 ","Kyle Seager strikes out swinging.  ","R ","L","L","SEA","OAK","S",0,0,0,1,2016,"5.18                  ","11.99               ","-0.33","1.798               ","null","null","null",1,7,"bot","0.0000","0.0000","040134","2016-10-02T04:01:34Z","519390","427243","161001_210421","-8.26","-139.071            ","-9.57","9.91","38.10","-9.17","3.49","1.49","null","null","null","93.78","2366.00","5.78",449278
"FF",712,"2016-10-01","94.67     ","-1.655","6.588","Kyle Seager","572122","425492","Walk","Ball","226.194   ","2325.332  ","38.3      ","4.9       ","11","Kyle Seager walks.  ","R ","L","R","SEA","OAK","B",0,0,1,0,2016,"-8.47                 ","8.08                ","-0.254","3.909               ","null","null","null",0,9,"bot","0.0000","0.0000","044530","2016-10-02T04:45:30Z","519390","427243","161001_214834","6.76","-138.596            ","-4.14","-16.03","38.65","-16.80","3.44","1.42","null","null","null","94.26","2220.00","6.34",449278
"FF",713,"2016-10-01","95.05     ","-1.756","6.46","Kyle Seager","572122","425492","Walk","Ball","227.460   ","2189.773  ","35.7      ","4.9       ","11","Kyle Seager walks.  ","R ","L","R","SEA","OAK","B",0,0,2,0,2016,"-8.04                 ","7.34                ","-0.104","3.957               ","null","null","null",0,9,"bot","0.0000","0.0000","044550","2016-10-02T04:45:50Z","519390","427243","161001_214854","7.34","-138.905            ","-3.51","-15.45","35.80","-18.00","3.45","1.45","null","null","null","94.39","2261.00","6.09",449278
"CH",711,"2016-10-01","81.64     ","-2.049","6.394","Kyle Seager","572122","425492","Walk","Ball","8.490     ","1530.333  ","-3.9      ","13.0      ","14","Kyle Seager walks.  ","R ","L","R","SEA","OAK","B",0,0,0,0,2016,"1.32                  ","-8.89               ","0.796","1.649               ","null","null","null",0,9,"bot","0.0000","0.0000","044510","2016-10-02T04:45:10Z","519390","427243","161001_214814","6.24","-119.346            ","-1.52","1.86","27.82","-44.63","3.45","1.53","null","null","null","80.69","2257.00","5.95",449278
"FF",714,"2016-10-01","95.22     ","-1.817","6.384","Kyle Seager","572122","425492","Walk","Ball","222.263   ","1960.459  ","29.3      ","4.8       ","11","Kyle Seager walks.  ","R ","L","R","SEA","OAK","B",0,0,3,0,2016,"-6.62                 ","7.25                ","-0.297","3.594               ","null","null","null",0,9,"bot","0.0000","0.0000","044630","2016-10-02T04:46:30Z","519390","427243","161001_214933","6.46","-139.245            ","-4.23","-12.66","38.98","-18.25","3.41","1.45","null","null","null","94.57","2166.00","6.26",449278
"FF",813,"2016-10-01","95.31     ","-1.525","6.277","Kyle Seager","572122","425492","Flyout","In play, out(s)","222.494   ","2176.988  ","33.5      ","4.6       ","3 ","Kyle Seager flies out to center fielder Jake Smolinski.  ","R ","L","R","SEA","OAK","X",8,1,0,1,2016,"-7.28                 ","7.9                 ","0.521","2.793               ",592325,"null","null",2,10,"bot","95.0300","78.3300","051158","2016-10-02T05:11:58Z","519390","427243","161001_221501","8.18","-139.315            ","-6.47","-14.12","34.96","-16.76","3.41","1.45","343","95.7","35.21               ","95.08","2209.00","6.27",449278
"FF",812,"2016-10-01","96.34     ","-1.718","6.257","Kyle Seager","572122","425492","Flyout","Called Strike","226.380   ","2196.561  ","35.7      ","4.8       ","2 ","Kyle Seager flies out to center fielder Jake Smolinski.  ","R ","L","R","SEA","OAK","S",8,1,0,0,2016,"-7.77                 ","7.37                ","0.048","3.067               ",592325,"null","null",2,10,"bot","95.0300","78.3300","051132","2016-10-02T05:11:32Z","519390","427243","161001_221440","7.67","-140.71             ","-5.67","-15.42","34.88","-17.48","3.45","1.53","null","null","null","95.94","2194.00","6.16",449278
"CH",69,"2016-09-30","84.66     ","-2.138","5.666","Kyle Seager","572122","593417","Walk","Called Strike","245.016   ","1905.957  ","26.1      ","7.7       ","9 ","Kyle Seager walks.   Nelson Cruz to 2nd.  ","R ","L","R","SEA","OAK","S",0,0,1,0,2016,"-9.59                 ","4.42                ","0.459","1.907               ","null","null",443558,1,1,"bot","0.0000","0.0000","023002","2016-10-01T02:30:02Z","622194","428442","160930_193231","9.35","-123.865            ","-3.96","-14.75","27.14","-25.30","3.38","1.45","null","null","null","85.77","1560.00","7.02",449263
"FF",70,"2016-09-30","93.58     ","-2.193","5.865","Kyle Seager","572122","593417","Walk","Ball","223.390   ","2029.366  ","32.4      ","5.0       ","11","Kyle Seager walks.   Nelson Cruz to 2nd.  ","R ","L","R","SEA","OAK","B",0,0,1,1,2016,"-7.06                 ","7.43                ","-1.605","3.387               ","null","null",443558,1,1,"bot","0.0000","0.0000","023025","2016-10-01T02:30:25Z","622194","428442","160930_193255","4.03","-137.021            ","-3.25","-13.17","35.82","-18.25","3.46","1.45","null","null","null","93.76","2139.00","6.49",449263
"FF",72,"2016-09-30","94.23     ","-2.402","5.707","Kyle Seager","572122","593417","Walk","Ball","210.591   ","1835.450  ","23.3      ","4.2       ","11","Kyle Seager walks.   Nelson Cruz to 2nd.  ","R ","L","R","SEA","OAK","B",0,0,3,1,2016,"-4.69                 ","7.89                ","-1.376","3.248               ","null","null",443558,1,1,"bot","0.0000","0.0000","023117","2016-10-01T02:31:17Z","622194","428442","160930_193347","4.42","-138.322            ","-3.50","-8.91","36.42","-17.11","3.46","1.45","null","null","null","94.54","2018.00","6.45",449263
"FT",68,"2016-09-30","93.56     ","-2.304","5.75","Kyle Seager","572122","593417","Walk","Ball","229.401   ","2294.799  ","38.5      ","5.4       ","11","Kyle Seager walks.   Nelson Cruz to 2nd.  ","R ","L","R","SEA","OAK","B",0,0,0,0,2016,"-8.82                 ","7.52                ","-1.792","2.673               ","null","null",443558,1,1,"bot","0.0000","0.0000","022937","2016-10-01T02:29:37Z","622194","428442","160930_193207","4.44","-137.274            ","-4.91","-16.49","36.05","-18.04","3.42","1.45","null","null","null","93.92","2132.00","6.52",449263
