"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FT",324,"2016-10-01","91.74     ","-2.52","5.66","Kris Bryant","592178","534947","Flyout","Foul","220.073   ","1459.854  ","19.1      ","5.4       ","13","Kris Bryant flies out to center fielder Steve Selsky.  ","R ","R","R","CIN","CHC","S",8,1,1,2,2016,"-4.75                 ","5.6                 ","-1.61","2.29                ","null",452657,451594,1,5,"top","154.8900","64.5200","214348","2016-10-01T21:43:48Z","541608","427206","161001_174514","4.03","-132.91             ","-4.73","-8.61","24.85","-21.94","3.41","1.63","null","null","null","91.76","2177.00","6.51",449269
"CH",325,"2016-10-01","85.36     ","-2.41","5.73","Kris Bryant","592178","534947","Flyout","In play, out(s)","234.748   ","1227.771  ","15.5      ","7.0       ","9 ","Kris Bryant flies out to center fielder Steve Selsky.  ","R ","R","R","CIN","CHC","X",8,1,1,2,2016,"-5.37                 ","3.75                ","0.27","1.7                 ","null",452657,451594,1,5,"top","154.8900","64.5200","214420","2016-10-01T21:44:20Z","541608","427206","161001_174541","8.37","-124.15             ","-4.69","-8.58","19.22","-26.11","3.41","1.63","333","89.3","30.72               ","86.27","1586.00","6.61",449269
"CH",321,"2016-10-01","84.66     ","-2.32","5.64","Kris Bryant","592178","534947","Flyout","Swinging Strike","236.568   ","1215.501  ","15.1      ","7.3       ","14","Kris Bryant flies out to center fielder Steve Selsky.  ","R ","R","R","CIN","CHC","S",8,1,0,0,2016,"-5.49                 ","3.58                ","0.54","1.14                ","null",452657,451594,1,5,"top","154.8900","64.5200","214217","2016-10-01T21:42:17Z","541608","427206","161001_174342","8.77","-123.14             ","-5.61","-8.61","19.63","-26.49","3.41","1.63","null","null","null","85.77","1589.00","6.82",449269
"FT",323,"2016-10-01","92.77     ","-2.46","5.69","Kris Bryant","592178","534947","Flyout","Foul","226.701   ","1888.369  ","27.8      ","5.3       ","4 ","Kris Bryant flies out to center fielder Steve Selsky.  ","R ","R","R","CIN","CHC","S",8,1,1,1,2016,"-6.91                 ","6.47                ","-0.42","2.25                ","null",452657,451594,1,5,"top","154.8900","64.5200","214318","2016-10-01T21:43:18Z","541608","427206","161001_174444","7.83","-134.59             ","-5.37","-12.75","27.75","-20.16","3.41","1.63","null","null","null","93.01","2230.00","6.69",449269
"FT",483,"2016-10-01","87.77     ","-1.23","5.91","Kris Bryant","592178","547179","Strikeout","Swinging Strike","258.258   ","1361.457  ","18.9      ","8.0       ","14","Kris Bryant strikes out swinging.  ","R ","R","R","CIN","CHC","S",0,0,0,1,2016,"-7.08                 ","1.43                ","0.38","1.02                ","null","null",451594,2,7,"top","0.0000","0.0000","222926","2016-10-01T22:29:26Z","541608","427206","161001_182958","6.40","-127.45             ","-6.46","-11.71","24.62","-29.74","3.41","1.63","null","null","null","86.90","1741.00","5.96",449269
"SL",485,"2016-10-01","95.26     ","-1.39","5.79","Kris Bryant","592178","547179","Strikeout","Swinging Strike","168.559   ","760.467   ","-5.9      ","5.5       ","14","Kris Bryant strikes out swinging.  ","R ","R","R","CIN","CHC","S",0,0,0,2,2016,"0.74                  ","3.61                ","1.02","2.16                ","null","null",451594,2,7,"top","0.0000","0.0000","223006","2016-10-01T22:30:06Z","541608","427206","161001_183038","6.35","-138.47             ","-5.36","1.44","29.14","-25.06","3.41","1.63","null","null","null","93.95","2383.00","5.66",449269
"FF",482,"2016-10-01","96.02     ","-1.31","5.91","Kris Bryant","592178","547179","Strikeout","Called Strike","220.357   ","1601.080  ","22.6      ","4.8       ","7 ","Kris Bryant strikes out swinging.  ","R ","R","R","CIN","CHC","S",0,0,0,0,2016,"-5.01                 ","5.85                ","-0.36","2.01                ","null","null",451594,2,7,"top","0.0000","0.0000","222904","2016-10-01T22:29:04Z","541608","427206","161001_182937","4.43","-139.65             ","-7.09","-9.98","28.67","-20.43","3.41","1.63","null","null","null","95.02","2104.00","5.79",449269
"CH",230,"2016-10-01","83.37     ","-2.43","5.84","Kris Bryant","592178","534947","Lineout","Ball","232.865   ","1537.764  ","19.5      ","7.2       ","14","Kris Bryant lines out softly to shortstop Jose Peraza.  ","R ","R","R","CIN","CHC","B",6,3,1,0,2016,"-6.78                 ","5.09                ","0.23","1.55                ","null","null","null",0,4,"top","113.6800","149.9700","211923","2016-10-01T21:19:23Z","541608","427206","161001_172048","8.53","-121.18             ","-5.25","-10.24","20.35","-24.42","3.41","1.63","null","null","null","83.99","1644.00","6.65",449269
"FF",232,"2016-10-01","90.54     ","-2.44","5.76","Kris Bryant","592178","534947","Lineout","Called Strike","205.754   ","2002.965  ","21.1      ","4.1       ","6 ","Kris Bryant lines out softly to shortstop Jose Peraza.  ","R ","R","R","CIN","CHC","S",6,3,3,0,2016,"-4.42                 ","9.11                ","0.24","2.52                ","null","null","null",0,4,"top","113.6800","149.9700","212005","2016-10-01T21:20:05Z","541608","427206","161001_172130","8.53","-131.52             ","-5.46","-7.89","22.73","-15.82","3.41","1.63","null","null","null","90.81","2370.00","6.39",449269
"CH",233,"2016-10-01","84.32     ","-2.5","5.92","Kris Bryant","592178","534947","Lineout","In play, out(s)","246.685   ","829.836   ","10.9      ","7.8       ","11","Kris Bryant lines out softly to shortstop Jose Peraza.  ","R ","R","R","CIN","CHC","X",6,3,3,1,2016,"-4.15                 ","1.75                ","-1.12","2.8                 ","null","null","null",0,4,"top","113.6800","149.9700","212024","2016-10-01T21:20:24Z","541608","427206","161001_172147","4.69","-122.98             ","-1.62","-6.46","20.74","-29.39","3.41","1.63","161","58.2","23.54               ","84.67","1505.00","6.29",449269
"CU",229,"2016-10-01","75.28     ","-2.81","5.88","Kris Bryant","592178","534947","Lineout","Ball","42.778    ","1343.596  ","-10.1     ","13.3      ","13","Kris Bryant lines out softly to shortstop Jose Peraza.  ","R ","R","R","CIN","CHC","B",6,3,0,0,2016,"5.61                  ","-6.13               ","-1.28","1.08                ","null","null","null",0,4,"top","113.6800","149.9700","211906","2016-10-01T21:19:06Z","541608","427206","161001_172031","1.72","-109.54             ","-1.31","6.89","17.44","-39.62","3.31","1.63","null","null","null","74.31","1968.00","5.59",449269
"FF",231,"2016-10-01","92.21     ","-2.2","5.58","Kris Bryant","592178","534947","Lineout","Ball","196.987   ","2032.480  ","13.0      ","3.6       ","14","Kris Bryant lines out softly to shortstop Jose Peraza.  ","R ","R","R","CIN","CHC","B",6,3,2,0,2016,"-2.98                 ","9.71                ","1.19","0.75                ","null","null","null",0,4,"top","113.6800","149.9700","211944","2016-10-01T21:19:44Z","541608","427206","161001_172109","10.03","-133.63             ","-10.15","-5.47","24.65","-14.27","3.37","1.63","null","null","null","93.08","2383.00","6.95",449269
"CH",8,"2016-10-01","84.70     ","-2.48","5.72","Kris Bryant","592178","534947","Flyout","Swinging Strike","249.655   ","962.126   ","13.1      ","7.9       ","13","Kris Bryant flies out to right fielder Patrick Kivlehan.  ","R ","R","R","CIN","CHC","S",9,1,0,1,2016,"-4.9                  ","1.77                ","-1.15","1.83                ","null","null",451594,0,1,"top","156.7800","132.4000","201213","2016-10-01T20:12:13Z","541608","427206","161001_161314","4.83","-123.35             ","-3.56","-7.67","20.73","-29.33","3.41","1.63","null","null","null","85.39","1576.00","6.59",449269
"CH",9,"2016-10-01","85.94     ","-2.34","5.81","Kris Bryant","592178","534947","Flyout","In play, out(s)","233.687   ","985.364   ","11.8      ","7.0       ","8 ","Kris Bryant flies out to right fielder Patrick Kivlehan.  ","R ","R","R","CIN","CHC","X",9,1,0,2,2016,"-4.22                 ","3.06                ","0.07","2.02                ","null","null",451594,0,1,"top","156.7800","132.4000","201241","2016-10-01T20:12:41Z","541608","427206","161001_161346","7.39","-125.16             ","-4.02","-6.85","19.80","-27.14","3.41","1.63","212","91.6","60.21               ","86.91","1531.00","6.64",449269
"FF",7,"2016-10-01","91.29     ","-2.57","5.84","Kris Bryant","592178","534947","Flyout","Swinging Strike","196.731   ","1225.722  ","5.9       ","4.9       ","1 ","Kris Bryant flies out to right fielder Patrick Kivlehan.  ","R ","R","R","CIN","CHC","S",9,1,0,0,2016,"-1.78                 ","5.86                ","-0.65","3.22                ","null","null",451594,0,1,"top","156.7800","132.4000","201141","2016-10-01T20:11:41Z","541608","427206","161001_161252","5.70","-132.79             ","-2.87","-3.23","23.33","-21.43","3.41","1.63","null","null","null","92.10","2380.00","6.61",449269
"FF",11,"2016-09-30","92.23     ","-2.487","5.221","Kris Bryant","592178","595001","Flyout","Ball","201.030   ","1917.699  ","13.0      ","3.8       ","14","Kris Bryant flies out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","B",8,1,0,1,2016,"-3.45                 ","8.94                ","2.306","1.846               ","null","null","null",1,1,"top","124.7900","85.6700","231155","2016-09-30T23:11:55Z","571466","573597","160930_191242","13.91","-133.524            ","-6.00","-6.33","24.48","-15.70","3.32","1.62","null","null","null","92.07","2358.00","6.39",449254
"CU",13,"2016-09-30","80.74     ","-2.731","5.32","Kris Bryant","592178","595001","Flyout","Ball","65.582    ","1749.674  ","-19.4     ","11.8      ","14","Kris Bryant flies out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","B",8,1,1,2,2016,"9.23                  ","-4.25               ","0.479","0.736               ","null","null","null",1,1,"top","124.7900","85.6700","231234","2016-09-30T23:12:34Z","571466","573597","160930_191322","4.65","-117.179            ","-2.41","12.87","21.67","-38.02","3.28","1.55","null","null","null","79.41","2817.00","5.69",449254
"SL",10,"2016-09-30","84.71     ","-2.911","5.23","Kris Bryant","592178","595001","Flyout","Called Strike","103.378   ","449.158   ","-8.5      ","8.4       ","8 ","Kris Bryant flies out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","S",8,1,0,0,2016,"2.4                   ","0.52                ","-0.084","1.744               ","null","null","null",1,1,"top","124.7900","85.6700","231137","2016-09-30T23:11:37Z","571466","573597","160930_191226","6.14","-123.408            ","-2.11","3.72","23.24","-31.29","3.38","1.62","null","null","null","83.96","2513.00","5.83",449254
"FF",12,"2016-09-30","92.65     ","-2.687","5.34","Kris Bryant","592178","595001","Flyout","Foul","205.635   ","1765.941  ","17.0      ","4.2       ","4 ","Kris Bryant flies out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","S",8,1,1,1,2016,"-3.84                 ","7.96                ","-0.239","2.547               ","null","null","null",1,1,"top","124.7900","85.6700","231209","2016-09-30T23:12:09Z","571466","573597","160930_191259","7.84","-134.189            ","-4.15","-7.07","26.49","-17.45","3.41","1.63","null","null","null","92.04","2348.00","6.19",449254
"FF",14,"2016-09-30","93.08     ","-2.647","5.365","Kris Bryant","592178","595001","Flyout","In play, out(s)","211.712   ","1640.503  ","18.9      ","4.5       ","1 ","Kris Bryant flies out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","X",8,1,2,2,2016,"-4.29                 ","6.9                 ","-0.62","2.864               ","null","null","null",1,1,"top","124.7900","85.6700","231311","2016-09-30T23:13:11Z","571466","573597","160930_191355","6.94","-135.124            ","-3.14","-8.03","25.73","-19.18","3.41","1.63","291","80.7","37.73               ","93.08","2203.00","6.36",449254
"SL",158,"2016-09-30","86.19     ","-2.916","5.268","Kris Bryant","592178","595001","Lineout","Foul Tip","93.426    ","612.997   ","-11.2     ","8.2       ","5 ","Kris Bryant lines out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","S",8,3,1,0,2016,"3.29                  ","0.15                ","0.125","2.3                 ","null","null","null",1,4,"top","149.6300","74.1500","235424","2016-09-30T23:54:24Z","571466","573597","160930_195514","6.49","-125.162            ","-0.96","5.28","22.34","-31.86","3.41","1.63","null","null","null","85.71","2589.00","6.06",449254
"CU",159,"2016-09-30","78.67     ","-2.901","5.411","Kris Bryant","592178","595001","Lineout","Called Strike","55.258    ","1755.631  ","-16.4     ","12.6      ","7 ","Kris Bryant lines out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","S",8,3,1,1,2016,"8.51                  ","-5.96               ","-0.315","1.872               ","null","null","null",1,4,"top","149.6300","74.1500","235442","2016-09-30T23:54:42Z","571466","573597","160930_195533","3.35","-114.209            ","0.83","11.36","19.03","-40.05","3.35","1.55","null","null","null","77.55","0.00","5.67",449254
"CU",161,"2016-09-30","79.85     ","-2.951","5.413","Kris Bryant","592178","595001","Lineout","In play, out(s)","52.965    ","1825.385  ","-16.8     ","12.5      ","8 ","Kris Bryant lines out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","X",8,3,2,2,2016,"8.49                  ","-6.46               ","0.057","2.189               ","null","null","null",1,4,"top","149.6300","74.1500","235525","2016-09-30T23:55:25Z","571466","573597","160930_195612","4.38","-116.099            ","1.50","11.66","20.36","-40.97","3.41","1.63","341","94.1","24.02               ","78.90","2731.00","5.75",449254
"FT",157,"2016-09-30","89.00     ","-2.82","5.084","Kris Bryant","592178","595001","Lineout","Ball","242.422   ","1880.651  ","27.3      ","6.7       ","14","Kris Bryant lines out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","B",8,3,0,0,2016,"-8.7                  ","4.5                 ","0.063","1.493               ","null","null","null",1,4,"top","149.6300","74.1500","235419","2016-09-30T23:54:19Z","571466","573597","160930_195458","10.27","-129.023            ","-4.42","-14.83","24.10","-24.43","3.38","1.58","null","null","null","88.87","2219.00","6.40",449254
"FF",160,"2016-09-30","93.21     ","-2.483","5.188","Kris Bryant","592178","595001","Lineout","Ball","220.426   ","1569.548  ","18.6      ","5.1       ","14","Kris Bryant lines out to center fielder Hernan Iribarren.  ","R ","R","R","CIN","CHC","B",8,3,1,2,2016,"-5.08                 ","5.92                ","0.867","1.498               ","null","null","null",1,4,"top","149.6300","74.1500","235505","2016-09-30T23:55:05Z","571466","573597","160930_195553","10.74","-135.098            ","-5.95","-9.48","26.75","-21.05","3.28","1.55","null","null","null","92.63","2431.00","6.18",449254
"FF",273,"2016-09-30","95.69     ","2.218","4.944","Kris Bryant","592178","571561","Forceout","Called Strike","141.602   ","2542.511  ","-42.4     ","4.1       ","14","Kris Bryant grounds into a force out, shortstop Jose Peraza to second baseman Ivan De Jesus.   Miguel Montero scores.    Tommy La Stella to 3rd.    Dexter Fowler out at 2nd.    Kris Bryant to 1st.  ","R ","R","L","CIN","CHC","S",6,4,0,0,2016,"7.69                  ","9.66                ","0.107","1.442               ",471083,600303,451594,0,6,"top","106.0000","155.9600","002903","2016-10-01T00:29:03Z","571466","573597","160930_202955","-8.57","-139.452            ","-7.29","15.18","30.63","-13.02","3.38","1.59","null","null","null","96.33","2388.00","6.80",449254
"FF",274,"2016-09-30","95.96     ","2.203","5.019","Kris Bryant","592178","571561","Forceout","Ball","136.184   ","2611.779  ","-45.5     ","4.5       ","14","Kris Bryant grounds into a force out, shortstop Jose Peraza to second baseman Ivan De Jesus.   Miguel Montero scores.    Tommy La Stella to 3rd.    Dexter Fowler out at 2nd.    Kris Bryant to 1st.  ","R ","R","L","CIN","CHC","B",6,4,0,1,2016,"8.75                  ","9.08                ","0.64","1.299               ",471083,600303,451594,0,6,"top","106.0000","155.9600","002926","2016-10-01T00:29:26Z","571466","573597","160930_203015","-7.47","-139.856            ","-7.77","17.43","29.84","-14.01","3.38","1.58","null","null","null","96.52","2410.00","6.66",449254
"FF",275,"2016-09-30","95.57     ","2.201","5.095","Kris Bryant","592178","571561","Forceout","In play, run(s)","139.584   ","2607.236  ","-45.6     ","4.2       ","9 ","Kris Bryant grounds into a force out, shortstop Jose Peraza to second baseman Ivan De Jesus.   Miguel Montero scores.    Tommy La Stella to 3rd.    Dexter Fowler out at 2nd.    Kris Bryant to 1st.  ","R ","R","L","CIN","CHC","X",6,4,1,1,2016,"8.17                  ","9.55                ","0.528","1.77                ",471083,600303,451594,0,6,"top","106.0000","155.9600","002951","2016-10-01T00:29:51Z","571466","573597","160930_203037","-7.56","-139.406            ","-6.82","16.24","28.26","-13.10","3.41","1.63","121","94.6","-19.15              ","96.31","2384.00","6.70",449254
"FF",426,"2016-09-30","91.67     ","-1.315","5.794","Kris Bryant","592178","593582","Single","In play, no out","209.430   ","1546.468  ","15.6      ","4.9       ","8 ","Kris Bryant singles on a sharp ground ball to left fielder Adam Duvall.   Dexter Fowler to 2nd.  ","R ","R","R","CIN","CHC","X",7,4,1,0,2016,"-3.87                 ","6.82                ","0.196","1.884               ","null","null",451594,1,8,"top","73.8800","111.1200","010754","2016-10-01T01:07:54Z","571466","573597","160930_210845","5.31","-133.338            ","-6.55","-6.98","28.16","-19.80","3.41","1.63","254","87.4","9.62                ","90.49","2249.00","5.81",449254
"FF",425,"2016-09-30","92.14     ","-1.689","6.056","Kris Bryant","592178","593582","Single","Ball","228.122   ","1846.554  ","29.9      ","5.3       ","11","Kris Bryant singles on a sharp ground ball to left fielder Adam Duvall.   Dexter Fowler to 2nd.  ","R ","R","R","CIN","CHC","B",7,4,0,0,2016,"-6.97                 ","6.21                ","-0.921","5.214               ","null","null",451594,1,8,"top","73.8800","111.1200","010734","2016-10-01T01:07:34Z","571466","573597","160930_210819","4.43","-133.798            ","1.71","-12.68","27.85","-20.81","3.41","1.58","null","null","null","90.78","2279.00","5.65",449254
"CU",13,"2016-09-28","80.75     ","-1.579","6.387","Kris Bryant","592178","592791","Strikeout","Swinging Strike","34.056    ","1554.019  ","-9.6      ","12.8      ","13","Kris Bryant strikes out swinging.  ","R ","R","R","PIT","CHC","S",0,0,0,2,2016,"5.07                  ","-7.56               ","-0.174","0.806               ","null","null","null",1,1,"top","0.0000","0.0000","230944","2016-09-28T23:09:44Z","518700","427197","160928_191143","1.73","-118.093            ","-3.76","7.08","24.87","-42.65","3.40","1.62","null","null","null","80.55","2469.00","6.20",449229
